Order_ID,Order_Number,Customer_ID,Employee_ID,Shipping_Method_ID,Order_Date,Total_Amount,Order_Status,Is_Active
29433,ORD029433,264,22,1,2026-02-04,521624.02999999997,Pending,1
29434,ORD029434,4599,14,4,2026-01-07,240288.37,Pending,1
29435,ORD029435,3550,88,1,2026-02-14,296231.35,Shipped,1
29436,ORD029436,1135,82,5,2026-02-05,577073.9500000001,Processing,1
29437,ORD029437,3028,12,1,2025-09-01,101190.45,Delivered,1
29438,ORD029438,3118,91,3,2025-08-27,119073.52,Processing,1
29439,ORD029439,4113,14,1,2026-05-20,129829.85,Delivered,1
29440,ORD029440,2100,18,1,2025-10-04,520778.75,Delivered,1
29441,ORD029441,2254,30,3,2025-08-25,757751.75,Delivered,1
29442,ORD029442,3753,93,4,2026-03-29,193258.37000000002,Delivered,1
29443,ORD029443,3500,75,5,2026-04-24,48794.32,Pending,1
29444,ORD029444,3310,37,4,2025-09-21,13757.35,Pending,1
29445,ORD029445,1002,72,2,2025-09-14,117034.05,Delivered,1
29446,ORD029446,4416,28,5,2026-06-08,6616.05,Shipped,1
29447,ORD029447,620,18,1,2026-05-12,40298.84,Pending,1
29448,ORD029448,4634,53,5,2026-04-03,7949.18,Processing,1
29449,ORD029449,1607,78,3,2025-11-12,29819.56,Shipped,1
29450,ORD029450,2276,40,3,2026-02-02,147037.37,Processing,1
29451,ORD029451,2922,4,5,2026-01-06,563974.83,Delivered,1
29452,ORD029452,4549,78,1,2025-12-31,64559.11,Pending,1
29453,ORD029453,1331,38,5,2026-03-03,229309.83000000002,Processing,1
29454,ORD029454,4176,31,3,2025-09-30,378975.46,Pending,1
29455,ORD029455,2579,41,4,2026-06-27,191947.74999999997,Processing,1
29456,ORD029456,3713,33,2,2025-08-10,165575.8,Delivered,1
29457,ORD029457,1651,91,3,2026-06-01,308773.05000000005,Shipped,1
29458,ORD029458,4443,20,4,2025-08-24,251433.47,Processing,1
29459,ORD029459,793,4,4,2026-03-25,22403.68,Processing,1
29460,ORD029460,187,9,5,2025-11-01,332790.04,Shipped,1
29461,ORD029461,3590,19,1,2026-02-04,121342.51,Processing,1
29462,ORD029462,520,100,2,2026-03-26,130081.2,Processing,1
29463,ORD029463,640,45,1,2025-10-06,192178.76,Shipped,1
29464,ORD029464,3875,58,1,2025-12-03,226266.17,Pending,1
29465,ORD029465,4420,41,4,2026-04-20,293447.0,Shipped,1
29466,ORD029466,397,92,3,2025-09-08,222642.57,Pending,1
29467,ORD029467,2727,83,1,2025-09-15,446153.25,Shipped,1
29468,ORD029468,3449,87,1,2026-01-18,137732.95,Delivered,1
29469,ORD029469,4505,18,3,2025-09-13,35847.65,Delivered,1
29470,ORD029470,3007,71,2,2025-10-26,502880.15,Pending,1
29471,ORD029471,468,13,5,2025-07-24,83325.05,Shipped,1
29472,ORD029472,3804,38,2,2025-12-28,151260.81,Processing,1
29473,ORD029473,713,26,4,2026-05-14,45226.86,Processing,1
29474,ORD029474,3946,46,1,2026-03-14,331678.19,Pending,1
29475,ORD029475,1299,77,3,2026-04-05,221731.44,Delivered,1
29476,ORD029476,1958,44,5,2025-08-17,88166.25,Processing,1
29477,ORD029477,4017,62,1,2026-05-22,89668.5,Delivered,1
29478,ORD029478,2486,11,4,2025-12-04,377135.36,Delivered,1
29479,ORD029479,3259,85,2,2025-07-25,228950.7,Pending,1
29480,ORD029480,267,40,2,2026-06-26,162012.03,Processing,1
29481,ORD029481,4568,80,4,2026-01-15,190881.30000000002,Delivered,1
29482,ORD029482,1819,17,5,2026-01-21,72768.31,Processing,1
29483,ORD029483,4089,8,1,2026-01-27,257274.59,Shipped,1
29484,ORD029484,4961,78,2,2026-01-26,1636.94,Shipped,1
29485,ORD029485,2326,10,2,2026-03-30,209194.2,Processing,1
29486,ORD029486,101,97,1,2026-07-03,302747.71,Pending,1
29487,ORD029487,2809,77,5,2026-01-19,222143.66999999998,Delivered,1
29488,ORD029488,4757,52,3,2025-09-22,227710.64,Pending,1
29489,ORD029489,4755,37,3,2026-01-04,184236.06,Shipped,1
29490,ORD029490,1533,22,1,2025-08-08,138839.55,Delivered,1
29491,ORD029491,4100,91,4,2025-10-23,339158.81,Delivered,1
29492,ORD029492,2071,78,2,2026-06-09,99914.13,Delivered,1
29493,ORD029493,882,38,3,2026-05-20,18857.37,Processing,1
29494,ORD029494,3711,30,2,2025-07-22,527683.2999999999,Delivered,1
29495,ORD029495,2838,14,5,2026-05-11,225672.82,Processing,1
29496,ORD029496,2308,70,5,2025-12-30,40110.62,Pending,1
29497,ORD029497,3441,79,2,2025-08-10,1006420.7100000001,Pending,1
29498,ORD029498,3772,64,2,2026-06-01,184021.66,Delivered,1
29499,ORD029499,848,41,1,2026-03-15,156851.28,Delivered,1
29500,ORD029500,3337,9,5,2026-05-25,28497.86,Processing,1
29501,ORD029501,2580,21,3,2026-06-25,100358.76,Processing,1
29502,ORD029502,617,42,5,2026-02-06,12198.58,Pending,1
29503,ORD029503,3204,60,5,2026-04-04,761773.9099999999,Shipped,1
29504,ORD029504,2319,91,4,2026-07-03,169089.46,Shipped,1
29505,ORD029505,2677,73,3,2025-12-23,60243.45,Delivered,1
29506,ORD029506,1465,3,1,2025-07-15,141508.96,Pending,1
29507,ORD029507,4163,70,5,2026-06-16,252592.7,Shipped,1
29508,ORD029508,1930,92,4,2026-04-02,502907.77,Processing,1
29509,ORD029509,1437,37,3,2026-01-15,63328.45,Delivered,1
29510,ORD029510,3313,99,3,2025-10-14,93409.35,Pending,1
29511,ORD029511,3542,10,1,2026-04-01,453974.84,Delivered,1
29512,ORD029512,3640,38,5,2026-01-27,29369.62,Pending,1
29513,ORD029513,843,42,2,2026-01-19,109063.33,Shipped,1
29514,ORD029514,1810,5,5,2025-11-23,124708.53,Shipped,1
29515,ORD029515,505,46,1,2026-05-29,40008.41,Processing,1
29516,ORD029516,4981,72,3,2026-06-30,86311.70000000001,Shipped,1
29517,ORD029517,4648,72,3,2025-07-28,4141.0,Shipped,1
29518,ORD029518,802,43,5,2026-06-30,656475.2,Delivered,1
29519,ORD029519,4681,47,1,2026-01-31,325161.04,Delivered,1
29520,ORD029520,3761,97,3,2026-02-22,491622.06,Shipped,1
29521,ORD029521,2049,56,1,2026-06-26,296885.52,Pending,1
29522,ORD029522,1831,62,3,2025-08-25,86101.92,Pending,1
29523,ORD029523,2360,79,5,2025-11-15,301599.14,Delivered,1
29524,ORD029524,4539,75,1,2026-05-30,98244.56,Delivered,1
29525,ORD029525,161,67,3,2025-08-29,161650.11000000002,Processing,1
29526,ORD029526,881,35,4,2026-07-11,360148.9,Shipped,1
29527,ORD029527,4084,32,4,2025-12-03,3751.01,Pending,1
29528,ORD029528,4891,69,1,2026-06-22,425532.53,Shipped,1
29529,ORD029529,495,9,2,2026-05-05,292860.17000000004,Shipped,1
29530,ORD029530,1486,84,3,2026-07-01,176999.66,Pending,1
29531,ORD029531,676,77,1,2026-04-01,211240.4,Processing,1
29532,ORD029532,2494,88,2,2025-12-05,70835.52,Processing,1
29533,ORD029533,1174,20,5,2025-10-22,72392.1,Pending,1
29534,ORD029534,4926,50,1,2025-12-22,155896.32,Pending,1
29535,ORD029535,3403,57,4,2026-03-24,202328.31,Delivered,1
29536,ORD029536,1225,52,2,2026-01-19,38294.7,Delivered,1
29537,ORD029537,4281,13,5,2025-10-08,179183.41,Processing,1
29538,ORD029538,2172,64,3,2025-08-20,786527.4199999999,Pending,1
29539,ORD029539,487,91,5,2026-02-22,633427.0,Processing,1
29540,ORD029540,1947,62,5,2026-01-07,42926.51,Pending,1
29541,ORD029541,1379,95,3,2025-09-14,630659.87,Shipped,1
29542,ORD029542,1395,16,5,2026-02-05,278930.56,Processing,1
29543,ORD029543,3874,57,3,2025-08-31,143149.69,Delivered,1
29544,ORD029544,3999,99,4,2026-04-18,494840.65,Pending,1
29545,ORD029545,4451,88,4,2025-08-18,298392.26,Pending,1
29546,ORD029546,4297,63,2,2026-03-14,312332.42,Shipped,1
29547,ORD029547,4736,3,3,2026-05-08,245371.35,Pending,1
29548,ORD029548,173,17,2,2025-11-11,26888.19,Pending,1
29549,ORD029549,1749,6,1,2026-07-06,623888.0900000001,Shipped,1
29550,ORD029550,3469,65,1,2026-03-25,163129.96,Delivered,1
29551,ORD029551,3732,48,2,2025-08-30,82058.38,Processing,1
29552,ORD029552,1982,88,5,2026-02-09,14328.92,Pending,1
29553,ORD029553,3962,60,2,2025-12-12,164634.86,Processing,1
29554,ORD029554,2466,1,1,2026-01-16,102959.75,Shipped,1
29555,ORD029555,2812,48,4,2026-06-09,463248.75,Shipped,1
29556,ORD029556,2382,54,5,2025-08-15,83275.82,Shipped,1
29557,ORD029557,3939,44,4,2025-08-06,257198.59999999998,Delivered,1
29558,ORD029558,918,9,4,2025-12-19,877049.55,Processing,1
29559,ORD029559,432,27,4,2026-01-20,102326.09999999999,Shipped,1
29560,ORD029560,4083,30,4,2025-09-02,141523.19,Shipped,1
29561,ORD029561,4450,90,3,2026-05-09,291884.77,Pending,1
29562,ORD029562,1734,13,2,2026-05-22,581396.6799999999,Processing,1
29563,ORD029563,1995,69,1,2026-02-20,261148.01,Delivered,1
29564,ORD029564,1201,9,5,2025-10-05,607055.14,Delivered,1
29565,ORD029565,2538,96,2,2025-09-09,98692.27,Shipped,1
29566,ORD029566,1141,22,4,2026-07-03,68762.4,Delivered,1
29567,ORD029567,3011,2,4,2025-08-23,156337.86000000002,Processing,1
29568,ORD029568,140,54,1,2025-08-03,269366.17000000004,Shipped,1
29569,ORD029569,4868,100,4,2025-10-26,363111.91000000003,Shipped,1
29570,ORD029570,3582,6,4,2025-08-25,91053.12,Shipped,1
29571,ORD029571,4767,32,1,2025-11-02,22940.199999999997,Delivered,1
29572,ORD029572,1597,26,5,2025-07-30,519632.54,Processing,1
29573,ORD029573,2312,20,1,2026-05-21,35082.31,Pending,1
29574,ORD029574,3631,87,1,2026-07-10,126926.95999999999,Pending,1
29575,ORD029575,393,94,2,2025-11-20,308790.06,Shipped,1
29576,ORD029576,585,30,2,2025-10-23,202032.37,Shipped,1
29577,ORD029577,3012,13,5,2025-09-09,73956.15999999999,Pending,1
29578,ORD029578,3782,3,1,2025-08-28,38703.21,Pending,1
29579,ORD029579,1492,11,3,2026-01-03,66398.7,Shipped,1
29580,ORD029580,3607,26,5,2026-04-19,92452.95,Processing,1
29581,ORD029581,426,46,2,2026-05-13,294410.26,Pending,1
29582,ORD029582,4129,68,4,2026-05-20,216926.91,Delivered,1
29583,ORD029583,2235,25,1,2025-07-14,87017.3,Processing,1
29584,ORD029584,1830,9,3,2026-06-19,283284.20999999996,Pending,1
29585,ORD029585,3010,21,2,2025-12-09,774854.25,Pending,1
29586,ORD029586,4947,34,1,2026-03-18,53965.02,Delivered,1
29587,ORD029587,3945,68,1,2025-12-26,350331.38,Delivered,1
29588,ORD029588,1150,34,5,2025-10-09,70882.3,Shipped,1
29589,ORD029589,3839,7,4,2026-06-23,101844.08,Processing,1
29590,ORD029590,1271,69,4,2026-04-13,198064.38,Shipped,1
29591,ORD029591,1668,16,1,2025-09-28,371181.37000000005,Shipped,1
29592,ORD029592,1859,62,3,2025-11-03,3355.4,Pending,1
29593,ORD029593,1993,55,5,2026-03-22,1019445.5,Shipped,1
29594,ORD029594,1776,23,5,2026-06-18,53130.12,Shipped,1
29595,ORD029595,272,94,3,2026-03-06,70890.42,Shipped,1
29596,ORD029596,2659,40,5,2026-05-23,396907.58,Pending,1
29597,ORD029597,3977,96,4,2025-09-27,295843.8,Delivered,1
29598,ORD029598,2324,67,1,2026-03-16,698797.67,Delivered,1
29599,ORD029599,4960,94,2,2025-07-26,292478.42,Delivered,1
29600,ORD029600,4246,98,1,2026-06-15,247570.99,Shipped,1
29601,ORD029601,1964,68,3,2026-07-06,19444.94,Pending,1
29602,ORD029602,4477,78,3,2025-10-22,383289.55,Delivered,1
29603,ORD029603,285,44,2,2026-02-15,194984.18,Processing,1
29604,ORD029604,2850,76,5,2025-10-23,66199.16,Pending,1
29605,ORD029605,3009,5,1,2025-10-09,271062.58,Pending,1
29606,ORD029606,2518,63,2,2026-02-08,388925.24,Shipped,1
29607,ORD029607,4028,18,4,2025-08-14,12713.8,Processing,1
29608,ORD029608,3473,18,5,2025-09-02,176001.91,Delivered,1
29609,ORD029609,984,46,2,2026-01-22,163088.05,Processing,1
29610,ORD029610,946,73,1,2025-10-27,142552.79,Processing,1
29611,ORD029611,3551,96,5,2025-09-30,197010.33,Pending,1
29612,ORD029612,4416,53,5,2026-05-09,4551.4,Shipped,1
29613,ORD029613,2625,15,5,2026-05-18,145027.12,Processing,1
29614,ORD029614,1811,85,1,2026-03-23,6835.62,Pending,1
29615,ORD029615,1886,62,3,2025-10-07,234839.06,Shipped,1
29616,ORD029616,4256,83,5,2026-06-20,98983.22,Pending,1
29617,ORD029617,871,79,4,2026-01-10,734389.39,Shipped,1
29618,ORD029618,4681,83,4,2026-03-14,15293.75,Processing,1
29619,ORD029619,4049,93,4,2025-12-29,9411.4,Shipped,1
29620,ORD029620,124,8,5,2025-09-27,100358.39,Processing,1
29621,ORD029621,806,57,2,2026-06-09,65670.48,Delivered,1
29622,ORD029622,4399,29,3,2026-02-09,87491.23000000001,Pending,1
29623,ORD029623,3109,13,4,2026-01-07,87795.1,Pending,1
29624,ORD029624,4016,89,1,2025-10-31,17163.95,Processing,1
29625,ORD029625,1128,92,3,2025-08-01,156322.39,Processing,1
29626,ORD029626,4714,45,1,2025-10-23,203709.83,Pending,1
29627,ORD029627,1636,41,1,2026-02-14,139515.08000000002,Delivered,1
29628,ORD029628,4841,24,1,2025-12-14,158699.54,Delivered,1
29629,ORD029629,4443,95,2,2026-03-30,21680.3,Delivered,1
29630,ORD029630,3121,62,1,2026-06-20,180161.87,Processing,1
29631,ORD029631,1016,95,4,2026-01-10,239912.16999999998,Shipped,1
29632,ORD029632,4180,73,4,2026-04-26,127224.45999999999,Shipped,1
29633,ORD029633,4383,87,1,2026-02-05,165964.03,Delivered,1
29634,ORD029634,2624,33,5,2025-09-17,356948.01999999996,Delivered,1
29635,ORD029635,4090,21,2,2025-11-17,287171.17,Shipped,1
29636,ORD029636,4074,26,3,2025-09-22,168447.27,Processing,1
29637,ORD029637,796,51,3,2025-12-08,846372.08,Pending,1
29638,ORD029638,1925,52,1,2025-12-25,455119.89,Processing,1
29639,ORD029639,604,97,4,2026-05-31,34834.58,Shipped,1
29640,ORD029640,1587,17,5,2025-09-10,71227.25,Processing,1
29641,ORD029641,2651,70,1,2025-12-30,927240.1699999999,Processing,1
29642,ORD029642,609,45,5,2026-01-12,110145.8,Processing,1
29643,ORD029643,854,8,5,2026-05-29,289150.67,Shipped,1
29644,ORD029644,4803,56,4,2025-10-05,76508.4,Delivered,1
29645,ORD029645,3454,44,2,2026-05-19,425402.36,Pending,1
29646,ORD029646,3420,42,5,2026-05-07,514387.4,Delivered,1
29647,ORD029647,2502,54,4,2026-05-03,143691.13,Processing,1
29648,ORD029648,2365,12,4,2026-04-24,182022.72999999998,Shipped,1
29649,ORD029649,553,15,1,2025-10-16,134862.11000000002,Delivered,1
29650,ORD029650,3482,59,1,2026-01-19,174446.31,Delivered,1
29651,ORD029651,3814,1,3,2025-10-30,26714.129999999997,Shipped,1
29652,ORD029652,2749,43,3,2025-08-10,618080.9400000001,Delivered,1
29653,ORD029653,3583,95,5,2026-06-23,206473.96,Pending,1
29654,ORD029654,637,87,2,2026-01-03,25519.57,Pending,1
29655,ORD029655,313,75,2,2026-03-23,4514.01,Pending,1
29656,ORD029656,896,19,3,2025-11-26,75823.92,Pending,1
29657,ORD029657,4140,44,2,2026-07-13,282766.18,Delivered,1
29658,ORD029658,2348,36,2,2026-07-13,287959.61,Pending,1
29659,ORD029659,4412,11,3,2026-03-18,510658.64,Delivered,1
29660,ORD029660,3496,37,4,2025-11-23,522809.83999999997,Processing,1
29661,ORD029661,4190,20,2,2026-05-28,87825.36,Delivered,1
29662,ORD029662,3083,32,5,2025-10-18,98338.12,Pending,1
29663,ORD029663,2603,70,4,2025-12-29,184057.61999999997,Pending,1
29664,ORD029664,1757,20,3,2025-09-28,252705.91999999998,Processing,1
29665,ORD029665,2971,78,2,2025-11-27,103803.91,Pending,1
29666,ORD029666,1640,30,1,2025-09-16,345021.84,Pending,1
29667,ORD029667,1517,74,2,2026-01-04,12191.12,Shipped,1
29668,ORD029668,4552,18,4,2026-01-12,246817.09000000003,Shipped,1
29669,ORD029669,3942,71,5,2026-06-26,5981.66,Pending,1
29670,ORD029670,647,22,2,2026-03-17,45544.36,Delivered,1
29671,ORD029671,1600,42,3,2026-02-22,114582.02,Pending,1
29672,ORD029672,463,24,2,2026-05-07,125583.49,Pending,1
29673,ORD029673,677,88,4,2026-05-04,67480.42,Shipped,1
29674,ORD029674,1776,51,5,2025-08-21,73566.43000000001,Delivered,1
29675,ORD029675,175,45,5,2026-06-18,23011.8,Pending,1
29676,ORD029676,2171,75,1,2026-02-01,250579.04,Shipped,1
29677,ORD029677,3222,20,2,2025-09-28,52995.17999999999,Shipped,1
29678,ORD029678,1043,10,4,2025-11-30,56298.8,Processing,1
29679,ORD029679,2913,56,4,2026-04-12,17270.85,Shipped,1
29680,ORD029680,4290,34,1,2026-02-22,81526.98,Shipped,1
29681,ORD029681,4565,15,5,2026-05-03,30394.12,Processing,1
29682,ORD029682,1164,75,1,2025-11-15,232174.3,Pending,1
29683,ORD029683,517,28,1,2026-03-09,19585.22,Processing,1
29684,ORD029684,1978,57,5,2026-05-12,304998.22,Shipped,1
29685,ORD029685,4110,37,4,2025-09-28,364568.06,Delivered,1
29686,ORD029686,144,94,2,2026-05-22,529591.84,Shipped,1
29687,ORD029687,3936,38,3,2026-04-27,13020.59,Shipped,1
29688,ORD029688,305,41,3,2026-02-02,97953.95,Shipped,1
29689,ORD029689,1468,55,3,2025-10-31,435432.47000000003,Processing,1
29690,ORD029690,3403,59,2,2025-08-09,367035.67,Delivered,1
29691,ORD029691,1251,76,4,2025-10-16,36140.89,Pending,1
29692,ORD029692,4676,29,4,2025-08-09,250933.82,Processing,1
29693,ORD029693,1451,30,2,2025-12-30,179893.63999999998,Delivered,1
29694,ORD029694,854,58,5,2026-03-08,118899.06999999999,Processing,1
29695,ORD029695,4872,40,4,2025-08-25,137403.56,Pending,1
29696,ORD029696,110,92,4,2025-10-02,401658.64999999997,Processing,1
29697,ORD029697,1162,45,1,2025-10-21,94939.65000000001,Processing,1
29698,ORD029698,4345,61,3,2026-07-02,123401.62999999999,Delivered,1
29699,ORD029699,3422,80,4,2026-06-22,257479.47999999998,Pending,1
29700,ORD029700,1189,19,4,2025-12-31,127645.74,Processing,1
29701,ORD029701,3918,83,5,2025-11-13,89933.44,Pending,1
29702,ORD029702,4603,10,3,2026-06-01,233970.65,Pending,1
29703,ORD029703,1403,24,5,2026-03-13,247864.89,Delivered,1
29704,ORD029704,2491,59,5,2026-04-27,302776.53,Processing,1
29705,ORD029705,11,20,1,2025-09-14,774593.29,Delivered,1
29706,ORD029706,3886,83,2,2025-08-25,218582.00999999998,Processing,1
29707,ORD029707,876,69,1,2026-01-04,122166.81999999999,Pending,1
29708,ORD029708,4186,98,4,2025-10-11,107775.19,Processing,1
29709,ORD029709,3614,62,2,2025-08-25,47357.05,Processing,1
29710,ORD029710,1753,28,3,2025-10-21,221214.6,Shipped,1
29711,ORD029711,3079,60,3,2025-10-16,10518.02,Shipped,1
29712,ORD029712,3502,88,5,2025-12-08,60880.59,Shipped,1
29713,ORD029713,3799,97,1,2026-06-22,188134.87,Processing,1
29714,ORD029714,4970,95,5,2026-03-27,123959.23999999999,Processing,1
29715,ORD029715,3421,28,2,2025-10-13,110273.42,Pending,1
29716,ORD029716,2021,1,3,2026-03-09,83451.68,Shipped,1
29717,ORD029717,1703,16,2,2026-04-06,125382.3,Shipped,1
29718,ORD029718,375,11,3,2025-11-22,194203.05,Delivered,1
29719,ORD029719,4695,92,4,2026-06-07,166561.64,Shipped,1
29720,ORD029720,3358,35,1,2025-12-20,310740.88,Pending,1
29721,ORD029721,2208,25,4,2025-12-10,279686.44,Delivered,1
29722,ORD029722,726,6,1,2026-03-22,923035.95,Processing,1
29723,ORD029723,4466,27,2,2026-04-04,81582.45,Shipped,1
29724,ORD029724,2962,38,3,2025-09-07,259998.22999999998,Delivered,1
29725,ORD029725,1816,84,1,2025-10-07,163080.0,Delivered,1
29726,ORD029726,240,20,2,2026-04-07,148142.61000000002,Delivered,1
29727,ORD029727,1521,87,3,2025-12-01,15172.73,Shipped,1
29728,ORD029728,4186,91,1,2025-08-21,144270.00999999998,Processing,1
29729,ORD029729,3369,74,2,2025-08-13,339053.8,Pending,1
29730,ORD029730,2430,13,1,2026-02-08,619601.3,Processing,1
29731,ORD029731,4071,40,4,2025-09-06,722009.32,Processing,1
29732,ORD029732,4268,93,4,2025-10-28,56009.2,Delivered,1
29733,ORD029733,1629,34,1,2025-08-12,311980.26,Shipped,1
29734,ORD029734,541,19,3,2025-10-17,770544.92,Shipped,1
29735,ORD029735,451,60,5,2026-06-02,32584.47,Pending,1
29736,ORD029736,2649,97,1,2025-10-17,63277.97,Processing,1
29737,ORD029737,4970,68,3,2026-02-11,40424.18,Shipped,1
29738,ORD029738,951,97,4,2026-03-02,272261.8,Processing,1
29739,ORD029739,3824,45,5,2026-04-18,269059.02,Processing,1
29740,ORD029740,363,10,5,2025-12-05,92681.92,Processing,1
29741,ORD029741,482,82,4,2026-06-14,85642.45,Pending,1
29742,ORD029742,4229,27,5,2025-11-04,299423.72,Shipped,1
29743,ORD029743,4227,79,1,2026-01-02,94336.46,Shipped,1
29744,ORD029744,2577,47,3,2025-07-14,424776.98,Pending,1
29745,ORD029745,3054,78,4,2025-11-24,389604.25,Pending,1
29746,ORD029746,1795,71,3,2026-07-12,151642.5,Delivered,1
29747,ORD029747,3091,43,3,2026-03-10,91041.72,Processing,1
29748,ORD029748,2352,62,1,2026-02-05,23867.2,Shipped,1
29749,ORD029749,2499,47,5,2026-01-15,27089.07,Delivered,1
29750,ORD029750,3389,73,1,2026-07-11,52848.07000000001,Delivered,1
29751,ORD029751,3525,53,5,2025-11-07,48199.95,Pending,1
29752,ORD029752,3106,40,1,2025-09-16,693655.52,Delivered,1
29753,ORD029753,767,3,1,2026-03-15,184893.97,Shipped,1
29754,ORD029754,872,61,2,2026-01-13,7197.3,Delivered,1
29755,ORD029755,1565,28,3,2026-02-11,33846.44,Delivered,1
29756,ORD029756,1378,75,3,2026-05-18,121945.92,Pending,1
29757,ORD029757,1146,52,4,2025-11-18,467616.69,Shipped,1
29758,ORD029758,1783,82,1,2025-08-23,137107.14,Pending,1
29759,ORD029759,2378,100,2,2026-05-12,528490.25,Delivered,1
29760,ORD029760,2053,72,1,2025-11-12,275886.9,Shipped,1
29761,ORD029761,1928,15,5,2025-11-17,145908.55,Pending,1
29762,ORD029762,602,88,4,2025-12-18,45645.97,Processing,1
29763,ORD029763,3439,61,5,2025-09-01,289446.5,Processing,1
29764,ORD029764,1045,62,3,2026-01-30,238309.28999999998,Shipped,1
29765,ORD029765,1073,12,3,2025-11-11,650202.26,Processing,1
29766,ORD029766,1711,9,4,2026-05-31,179547.75,Pending,1
29767,ORD029767,2708,54,2,2026-03-26,5675.04,Shipped,1
29768,ORD029768,3082,23,1,2025-10-08,111912.56000000001,Delivered,1
29769,ORD029769,810,69,3,2026-02-22,185869.84,Processing,1
29770,ORD029770,2836,58,5,2025-11-05,306262.54,Processing,1
29771,ORD029771,405,9,3,2026-04-18,148603.87,Pending,1
29772,ORD029772,515,60,1,2025-11-06,66514.68,Processing,1
29773,ORD029773,3156,19,3,2025-08-16,188339.53,Shipped,1
29774,ORD029774,2144,71,4,2026-01-30,7835.97,Processing,1
29775,ORD029775,2348,70,5,2025-08-18,96858.45,Processing,1
29776,ORD029776,2072,86,4,2025-12-06,502352.61000000004,Delivered,1
29777,ORD029777,1845,42,3,2026-01-28,621591.1900000001,Shipped,1
29778,ORD029778,3984,78,2,2025-09-20,461429.0,Pending,1
29779,ORD029779,3856,41,1,2026-03-29,1213.71,Shipped,1
29780,ORD029780,444,84,5,2025-08-19,248024.68,Shipped,1
29781,ORD029781,3779,66,5,2026-02-18,122153.81000000001,Delivered,1
29782,ORD029782,3510,26,4,2025-11-11,151214.56,Delivered,1
29783,ORD029783,1140,19,5,2025-08-28,25101.92,Pending,1
29784,ORD029784,2635,32,1,2026-03-18,349874.15,Pending,1
29785,ORD029785,2384,54,2,2025-09-20,38018.42,Shipped,1
29786,ORD029786,4573,36,4,2026-03-26,119122.89,Delivered,1
29787,ORD029787,4609,31,5,2025-11-19,282533.32,Pending,1
29788,ORD029788,208,74,1,2025-11-16,302051.89,Processing,1
29789,ORD029789,1760,65,4,2025-12-15,256549.75000000003,Pending,1
29790,ORD029790,2749,79,1,2025-10-20,37715.8,Pending,1
29791,ORD029791,749,44,2,2026-05-25,280949.57,Processing,1
29792,ORD029792,851,18,2,2026-02-11,140261.12,Shipped,1
29793,ORD029793,452,37,1,2025-10-19,435955.61,Pending,1
29794,ORD029794,4086,64,4,2026-06-05,286650.82,Delivered,1
29795,ORD029795,879,56,3,2026-06-26,59562.56999999999,Processing,1
29796,ORD029796,3842,69,2,2026-03-08,48128.13,Shipped,1
29797,ORD029797,1028,71,5,2026-05-21,153552.37,Processing,1
29798,ORD029798,373,15,5,2026-07-07,217140.74,Shipped,1
29799,ORD029799,3927,89,1,2025-10-19,135022.09,Shipped,1
29800,ORD029800,901,91,5,2026-02-25,26929.38,Processing,1
29801,ORD029801,1230,69,4,2026-05-09,90794.29000000001,Processing,1
29802,ORD029802,2375,1,1,2026-06-12,120759.3,Delivered,1
29803,ORD029803,1456,83,1,2026-01-18,45594.39,Pending,1
29804,ORD029804,1843,82,1,2025-07-17,49202.520000000004,Delivered,1
29805,ORD029805,4399,13,1,2025-11-29,179524.12,Pending,1
29806,ORD029806,2964,36,3,2026-04-17,31918.56,Delivered,1
29807,ORD029807,1471,11,3,2025-12-26,151164.61000000002,Delivered,1
29808,ORD029808,4520,25,1,2026-02-13,185513.02000000002,Processing,1
29809,ORD029809,1965,7,3,2025-08-02,455760.02,Shipped,1
29810,ORD029810,1720,90,2,2025-11-07,90005.44,Delivered,1
29811,ORD029811,3379,37,2,2026-04-29,5895.6,Shipped,1
29812,ORD029812,2550,69,4,2025-08-25,130765.18,Pending,1
29813,ORD029813,1746,12,5,2026-06-17,308112.54000000004,Delivered,1
29814,ORD029814,1433,81,4,2026-02-26,589267.7,Pending,1
29815,ORD029815,839,71,3,2026-05-30,159088.03,Delivered,1
29816,ORD029816,87,39,3,2025-11-18,494676.23000000004,Delivered,1
29817,ORD029817,3314,82,1,2025-08-22,99099.05,Delivered,1
29818,ORD029818,4847,5,3,2026-04-22,129705.38,Processing,1
29819,ORD029819,2534,91,4,2026-05-26,8638.38,Delivered,1
29820,ORD029820,4232,18,2,2026-01-27,99892.12000000001,Pending,1
29821,ORD029821,623,86,1,2026-02-07,358422.15,Shipped,1
29822,ORD029822,2077,62,1,2026-04-22,15023.28,Pending,1
29823,ORD029823,3152,55,2,2026-04-04,141058.53,Processing,1
29824,ORD029824,439,1,5,2025-12-26,21878.739999999998,Processing,1
29825,ORD029825,418,48,5,2025-12-19,54050.759999999995,Pending,1
29826,ORD029826,4003,34,1,2026-05-28,5078.43,Shipped,1
29827,ORD029827,3741,72,2,2026-01-25,720149.96,Processing,1
29828,ORD029828,1312,8,4,2026-05-15,60897.86,Shipped,1
29829,ORD029829,958,37,2,2025-11-10,748612.88,Delivered,1
29830,ORD029830,105,66,5,2026-02-25,4798.2,Shipped,1
29831,ORD029831,2617,28,5,2026-06-03,1213.71,Pending,1
29832,ORD029832,2326,36,3,2025-09-17,360292.52,Pending,1
