Shipment_ID,Shipment_Number,Order_ID,Warehouse_ID,Shipment_Date,Expected_Delivery_Date,Actual_Delivery_Date,Shipment_Status,Tracking_Number
17592,SHP017592,17592,5,2026-05-20,2026-05-21,,In Transit,TRK00017592
17593,SHP017593,17593,4,2025-10-22,2025-10-29,,In Transit,TRK00017593
17594,SHP017594,17594,4,2026-04-01,2026-04-02,2026-04-03,Delivered,TRK00017594
17595,SHP017595,17595,3,2026-02-10,2026-02-17,,Pending,TRK00017595
17596,SHP017596,17596,1,2026-04-25,2026-04-30,2026-05-01,Delivered,TRK00017596
17597,SHP017597,17597,1,2026-05-22,2026-05-27,,Pending,TRK00017597
17598,SHP017598,17598,5,2026-04-18,2026-04-25,2026-04-29,Delivered,TRK00017598
17599,SHP017599,17599,1,2026-06-20,2026-06-25,,Pending,TRK00017599
17600,SHP017600,17600,2,2025-09-05,2025-09-05,,Pending,TRK00017600
17601,SHP017601,17601,5,2025-11-06,2025-11-11,,Pending,TRK00017601
17602,SHP017602,17602,1,2026-02-13,2026-02-20,2026-02-19,Delivered,TRK00017602
17603,SHP017603,17603,2,2025-11-03,2025-11-03,,In Transit,TRK00017603
17604,SHP017604,17604,3,2025-07-17,2025-07-18,,Pending,TRK00017604
17605,SHP017605,17605,3,2025-09-14,2025-09-14,,Pending,TRK00017605
17606,SHP017606,17606,2,2025-09-16,2025-09-18,,In Transit,TRK00017606
17607,SHP017607,17607,4,2026-01-02,2026-01-09,2026-01-10,Delivered,TRK00017607
17608,SHP017608,17608,2,2025-09-28,2025-10-05,2025-10-07,Delivered,TRK00017608
17609,SHP017609,17609,3,2025-07-26,2025-07-27,2025-07-26,Delivered,TRK00017609
17610,SHP017610,17610,4,2025-11-06,2025-11-11,,Pending,TRK00017610
17611,SHP017611,17611,2,2026-02-06,2026-02-07,2026-02-09,Delivered,TRK00017611
17612,SHP017612,17612,2,2025-09-11,2025-09-12,2025-09-15,Delivered,TRK00017612
17613,SHP017613,17613,1,2026-07-01,2026-07-02,2026-07-06,Delivered,TRK00017613
17614,SHP017614,17614,2,2026-07-02,2026-07-04,,In Transit,TRK00017614
17615,SHP017615,17615,2,2025-12-23,2025-12-24,2025-12-25,Delivered,TRK00017615
17616,SHP017616,17616,3,2026-03-17,2026-03-17,,In Transit,TRK00017616
17617,SHP017617,17617,3,2026-01-07,2026-01-14,2026-01-15,Delivered,TRK00017617
17618,SHP017618,17618,1,2025-10-09,2025-10-14,,In Transit,TRK00017618
17619,SHP017619,17619,4,2025-12-20,2025-12-27,2025-12-28,Delivered,TRK00017619
17620,SHP017620,17620,5,2025-11-04,2025-11-11,,In Transit,TRK00017620
17621,SHP017621,17621,5,2025-11-27,2025-11-29,2025-12-03,Delivered,TRK00017621
17622,SHP017622,17622,3,2026-02-26,2026-02-27,2026-02-26,Delivered,TRK00017622
17623,SHP017623,17623,3,2026-02-24,2026-02-24,,In Transit,TRK00017623
17624,SHP017624,17624,1,2026-04-18,2026-04-20,2026-04-21,Delivered,TRK00017624
17625,SHP017625,17625,2,2026-01-02,2026-01-02,,Pending,TRK00017625
17626,SHP017626,17626,5,2026-01-27,2026-02-01,,Pending,TRK00017626
17627,SHP017627,17627,3,2026-04-11,2026-04-11,2026-04-11,Delivered,TRK00017627
17628,SHP017628,17628,1,2026-05-31,2026-06-07,2026-06-06,Delivered,TRK00017628
17629,SHP017629,17629,1,2025-11-08,2025-11-15,,Pending,TRK00017629
17630,SHP017630,17630,4,2025-11-18,2025-11-20,,Pending,TRK00017630
17631,SHP017631,17631,3,2026-04-21,2026-04-26,2026-04-25,Delivered,TRK00017631
17632,SHP017632,17632,5,2026-02-11,2026-02-11,,Pending,TRK00017632
17633,SHP017633,17633,3,2025-07-31,2025-08-02,,In Transit,TRK00017633
17634,SHP017634,17634,5,2026-04-11,2026-04-16,2026-04-16,Delivered,TRK00017634
17635,SHP017635,17635,2,2026-06-29,2026-06-30,2026-07-02,Delivered,TRK00017635
17636,SHP017636,17636,4,2025-08-29,2025-08-31,,In Transit,TRK00017636
17637,SHP017637,17637,2,2026-03-19,2026-03-24,2026-03-24,Delivered,TRK00017637
17638,SHP017638,17638,1,2026-04-29,2026-05-01,,Pending,TRK00017638
17639,SHP017639,17639,1,2026-06-06,2026-06-08,2026-06-11,Delivered,TRK00017639
17640,SHP017640,17640,1,2026-07-01,2026-07-02,,Pending,TRK00017640
17641,SHP017641,17641,4,2025-09-22,2025-09-23,,In Transit,TRK00017641
17642,SHP017642,17642,3,2026-06-17,2026-06-22,,In Transit,TRK00017642
17643,SHP017643,17643,1,2025-08-05,2025-08-10,,Pending,TRK00017643
17644,SHP017644,17644,2,2026-06-21,2026-06-26,,In Transit,TRK00017644
17645,SHP017645,17645,1,2026-05-22,2026-05-23,,Pending,TRK00017645
17646,SHP017646,17646,1,2026-04-02,2026-04-02,,In Transit,TRK00017646
17647,SHP017647,17647,4,2026-02-20,2026-02-21,,Pending,TRK00017647
17648,SHP017648,17648,3,2025-11-22,2025-11-27,,In Transit,TRK00017648
17649,SHP017649,17649,2,2025-12-26,2025-12-26,2025-12-28,Delivered,TRK00017649
17650,SHP017650,17650,3,2025-08-26,2025-08-31,,In Transit,TRK00017650
17651,SHP017651,17651,5,2025-07-27,2025-08-01,,In Transit,TRK00017651
17652,SHP017652,17652,4,2026-01-29,2026-02-03,2026-02-05,Delivered,TRK00017652
17653,SHP017653,17653,4,2026-04-01,2026-04-03,,In Transit,TRK00017653
17654,SHP017654,17654,5,2025-07-25,2025-08-01,,In Transit,TRK00017654
17655,SHP017655,17655,2,2025-10-28,2025-10-29,,Pending,TRK00017655
17656,SHP017656,17656,2,2026-04-08,2026-04-09,,In Transit,TRK00017656
17657,SHP017657,17657,2,2025-11-11,2025-11-18,,In Transit,TRK00017657
17658,SHP017658,17658,5,2026-02-06,2026-02-07,2026-02-07,Delivered,TRK00017658
17659,SHP017659,17659,3,2026-05-26,2026-05-31,,In Transit,TRK00017659
17660,SHP017660,17660,4,2025-08-07,2025-08-08,,Pending,TRK00017660
17661,SHP017661,17661,3,2026-05-24,2026-05-24,,Pending,TRK00017661
17662,SHP017662,17662,5,2026-02-01,2026-02-03,2026-02-05,Delivered,TRK00017662
17663,SHP017663,17663,2,2026-04-28,2026-04-30,,Pending,TRK00017663
17664,SHP017664,17664,3,2026-04-27,2026-04-27,,In Transit,TRK00017664
17665,SHP017665,17665,2,2025-10-11,2025-10-12,,Pending,TRK00017665
17666,SHP017666,17666,3,2025-08-07,2025-08-07,2025-08-09,Delivered,TRK00017666
17667,SHP017667,17667,1,2026-04-30,2026-05-02,,Pending,TRK00017667
17668,SHP017668,17668,3,2026-05-02,2026-05-07,,Pending,TRK00017668
17669,SHP017669,17669,3,2026-05-31,2026-06-01,2026-06-02,Delivered,TRK00017669
17670,SHP017670,17670,3,2025-11-14,2025-11-15,,Pending,TRK00017670
17671,SHP017671,17671,4,2026-07-14,2026-07-14,,Pending,TRK00017671
17672,SHP017672,17672,5,2025-07-26,2025-07-26,,In Transit,TRK00017672
17673,SHP017673,17673,3,2025-09-27,2025-09-28,2025-09-28,Delivered,TRK00017673
17674,SHP017674,17674,4,2026-07-14,2026-07-19,,In Transit,TRK00017674
17675,SHP017675,17675,3,2025-09-13,2025-09-18,2025-09-20,Delivered,TRK00017675
17676,SHP017676,17676,4,2026-04-06,2026-04-11,,In Transit,TRK00017676
17677,SHP017677,17677,2,2026-03-03,2026-03-04,,Pending,TRK00017677
17678,SHP017678,17678,1,2025-10-16,2025-10-18,2025-10-18,Delivered,TRK00017678
17679,SHP017679,17679,3,2026-01-09,2026-01-14,2026-01-15,Delivered,TRK00017679
17680,SHP017680,17680,5,2026-06-27,2026-06-29,,Pending,TRK00017680
17681,SHP017681,17681,1,2025-08-26,2025-08-28,,In Transit,TRK00017681
17682,SHP017682,17682,2,2026-03-04,2026-03-09,,In Transit,TRK00017682
17683,SHP017683,17683,4,2025-09-24,2025-09-26,2025-09-29,Delivered,TRK00017683
17684,SHP017684,17684,5,2026-02-21,2026-02-28,2026-03-01,Delivered,TRK00017684
17685,SHP017685,17685,4,2026-03-10,2026-03-17,,In Transit,TRK00017685
17686,SHP017686,17686,4,2025-11-01,2025-11-08,,In Transit,TRK00017686
17687,SHP017687,17687,4,2025-12-18,2025-12-25,,In Transit,TRK00017687
17688,SHP017688,17688,5,2026-06-27,2026-06-29,2026-06-28,Delivered,TRK00017688
17689,SHP017689,17689,4,2026-05-14,2026-05-19,,In Transit,TRK00017689
17690,SHP017690,17690,2,2026-06-02,2026-06-02,,In Transit,TRK00017690
17691,SHP017691,17691,3,2026-05-03,2026-05-03,,Pending,TRK00017691
17692,SHP017692,17692,5,2026-07-06,2026-07-13,2026-07-13,Delivered,TRK00017692
17693,SHP017693,17693,3,2026-03-30,2026-03-30,,In Transit,TRK00017693
17694,SHP017694,17694,5,2025-08-09,2025-08-14,,In Transit,TRK00017694
17695,SHP017695,17695,2,2025-07-20,2025-07-21,,Pending,TRK00017695
17696,SHP017696,17696,1,2026-04-27,2026-04-28,,Pending,TRK00017696
17697,SHP017697,17697,5,2025-08-22,2025-08-27,,Pending,TRK00017697
17698,SHP017698,17698,2,2025-08-01,2025-08-02,2025-08-01,Delivered,TRK00017698
17699,SHP017699,17699,3,2026-04-23,2026-04-28,,Pending,TRK00017699
17700,SHP017700,17700,5,2025-09-07,2025-09-08,2025-09-11,Delivered,TRK00017700
17701,SHP017701,17701,5,2025-12-16,2025-12-17,2025-12-16,Delivered,TRK00017701
17702,SHP017702,17702,2,2025-12-31,2026-01-05,,Pending,TRK00017702
17703,SHP017703,17703,4,2025-10-15,2025-10-22,,Pending,TRK00017703
17704,SHP017704,17704,1,2025-09-15,2025-09-22,,In Transit,TRK00017704
17705,SHP017705,17705,3,2025-09-17,2025-09-17,,In Transit,TRK00017705
17706,SHP017706,17706,5,2026-04-13,2026-04-13,,Pending,TRK00017706
17707,SHP017707,17707,2,2026-04-17,2026-04-17,2026-04-18,Delivered,TRK00017707
17708,SHP017708,17708,1,2025-11-26,2025-11-26,2025-11-29,Delivered,TRK00017708
17709,SHP017709,17709,1,2026-07-08,2026-07-10,,In Transit,TRK00017709
17710,SHP017710,17710,1,2026-07-11,2026-07-11,2026-07-10,Delivered,TRK00017710
17711,SHP017711,17711,1,2025-07-31,2025-08-07,,In Transit,TRK00017711
17712,SHP017712,17712,4,2025-11-21,2025-11-26,,In Transit,TRK00017712
17713,SHP017713,17713,3,2026-06-27,2026-06-28,2026-06-29,Delivered,TRK00017713
17714,SHP017714,17714,1,2026-01-13,2026-01-20,2026-01-22,Delivered,TRK00017714
17715,SHP017715,17715,5,2025-09-04,2025-09-09,,In Transit,TRK00017715
17716,SHP017716,17716,4,2026-01-21,2026-01-21,,Pending,TRK00017716
17717,SHP017717,17717,2,2026-07-06,2026-07-13,2026-07-16,Delivered,TRK00017717
17718,SHP017718,17718,3,2025-12-07,2025-12-14,2025-12-15,Delivered,TRK00017718
17719,SHP017719,17719,5,2025-09-15,2025-09-22,,In Transit,TRK00017719
17720,SHP017720,17720,2,2025-12-22,2025-12-23,,Pending,TRK00017720
17721,SHP017721,17721,5,2026-05-08,2026-05-10,,In Transit,TRK00017721
17722,SHP017722,17722,5,2025-11-24,2025-11-26,,In Transit,TRK00017722
17723,SHP017723,17723,2,2025-07-16,2025-07-16,,Pending,TRK00017723
17724,SHP017724,17724,4,2026-04-20,2026-04-21,,In Transit,TRK00017724
17725,SHP017725,17725,4,2026-02-16,2026-02-23,2026-02-22,Delivered,TRK00017725
17726,SHP017726,17726,1,2026-02-14,2026-02-14,2026-02-18,Delivered,TRK00017726
17727,SHP017727,17727,1,2025-09-03,2025-09-05,2025-09-08,Delivered,TRK00017727
17728,SHP017728,17728,1,2025-12-31,2026-01-02,,Pending,TRK00017728
17729,SHP017729,17729,5,2025-09-27,2025-10-02,2025-10-06,Delivered,TRK00017729
17730,SHP017730,17730,3,2026-02-04,2026-02-11,,Pending,TRK00017730
17731,SHP017731,17731,2,2025-12-05,2025-12-06,,In Transit,TRK00017731
17732,SHP017732,17732,2,2026-03-10,2026-03-12,,In Transit,TRK00017732
17733,SHP017733,17733,5,2026-02-03,2026-02-08,,In Transit,TRK00017733
17734,SHP017734,17734,5,2025-10-25,2025-10-26,,In Transit,TRK00017734
17735,SHP017735,17735,3,2025-11-15,2025-11-22,,Pending,TRK00017735
17736,SHP017736,17736,4,2026-04-09,2026-04-14,,Pending,TRK00017736
17737,SHP017737,17737,2,2025-10-03,2025-10-10,2025-10-09,Delivered,TRK00017737
17738,SHP017738,17738,4,2026-05-31,2026-06-01,2026-06-04,Delivered,TRK00017738
17739,SHP017739,17739,2,2026-03-21,2026-03-23,,In Transit,TRK00017739
17740,SHP017740,17740,1,2026-05-23,2026-05-30,2026-05-31,Delivered,TRK00017740
17741,SHP017741,17741,1,2026-05-31,2026-06-02,,Pending,TRK00017741
17742,SHP017742,17742,2,2026-06-21,2026-06-21,,In Transit,TRK00017742
17743,SHP017743,17743,3,2025-09-14,2025-09-19,,Pending,TRK00017743
17744,SHP017744,17744,5,2026-07-14,2026-07-19,,In Transit,TRK00017744
17745,SHP017745,17745,4,2025-12-10,2025-12-11,2025-12-11,Delivered,TRK00017745
17746,SHP017746,17746,2,2026-06-15,2026-06-22,,In Transit,TRK00017746
17747,SHP017747,17747,3,2025-09-05,2025-09-05,,In Transit,TRK00017747
17748,SHP017748,17748,4,2025-08-12,2025-08-17,2025-08-18,Delivered,TRK00017748
17749,SHP017749,17749,1,2026-01-19,2026-01-21,,In Transit,TRK00017749
17750,SHP017750,17750,4,2026-03-04,2026-03-06,,Pending,TRK00017750
17751,SHP017751,17751,3,2026-06-01,2026-06-06,,Pending,TRK00017751
17752,SHP017752,17752,1,2025-10-31,2025-11-07,,In Transit,TRK00017752
17753,SHP017753,17753,5,2026-02-02,2026-02-09,,Pending,TRK00017753
17754,SHP017754,17754,1,2026-02-21,2026-02-22,,In Transit,TRK00017754
17755,SHP017755,17755,3,2025-10-01,2025-10-02,,Pending,TRK00017755
17756,SHP017756,17756,5,2026-01-13,2026-01-13,,Pending,TRK00017756
17757,SHP017757,17757,2,2026-02-09,2026-02-16,,Pending,TRK00017757
17758,SHP017758,17758,4,2026-02-27,2026-02-28,,In Transit,TRK00017758
17759,SHP017759,17759,1,2025-11-03,2025-11-05,,In Transit,TRK00017759
17760,SHP017760,17760,3,2025-10-03,2025-10-08,2025-10-08,Delivered,TRK00017760
17761,SHP017761,17761,4,2025-08-23,2025-08-30,2025-08-30,Delivered,TRK00017761
17762,SHP017762,17762,2,2025-12-28,2025-12-28,,Pending,TRK00017762
17763,SHP017763,17763,4,2025-11-28,2025-11-30,,In Transit,TRK00017763
17764,SHP017764,17764,4,2025-12-07,2025-12-07,,Pending,TRK00017764
17765,SHP017765,17765,3,2025-08-23,2025-08-24,2025-08-24,Delivered,TRK00017765
17766,SHP017766,17766,3,2025-07-27,2025-08-03,2025-08-03,Delivered,TRK00017766
17767,SHP017767,17767,3,2026-04-03,2026-04-05,,In Transit,TRK00017767
17768,SHP017768,17768,3,2025-10-20,2025-10-22,2025-10-21,Delivered,TRK00017768
17769,SHP017769,17769,3,2026-02-02,2026-02-07,2026-02-09,Delivered,TRK00017769
17770,SHP017770,17770,1,2025-12-21,2025-12-22,,In Transit,TRK00017770
17771,SHP017771,17771,2,2026-05-08,2026-05-13,,In Transit,TRK00017771
17772,SHP017772,17772,4,2026-03-30,2026-03-30,,Pending,TRK00017772
17773,SHP017773,17773,4,2026-04-26,2026-05-03,,In Transit,TRK00017773
17774,SHP017774,17774,2,2026-06-20,2026-06-21,,In Transit,TRK00017774
17775,SHP017775,17775,5,2025-11-20,2025-11-22,2025-11-21,Delivered,TRK00017775
17776,SHP017776,17776,3,2026-04-09,2026-04-09,,Pending,TRK00017776
17777,SHP017777,17777,4,2026-04-23,2026-04-23,,In Transit,TRK00017777
17778,SHP017778,17778,4,2025-12-22,2025-12-27,2025-12-29,Delivered,TRK00017778
17779,SHP017779,17779,4,2026-06-22,2026-06-24,,In Transit,TRK00017779
17780,SHP017780,17780,2,2026-06-02,2026-06-02,2026-06-06,Delivered,TRK00017780
17781,SHP017781,17781,3,2025-07-24,2025-07-26,,In Transit,TRK00017781
17782,SHP017782,17782,5,2026-04-30,2026-05-05,,Pending,TRK00017782
17783,SHP017783,17783,1,2025-09-13,2025-09-20,2025-09-24,Delivered,TRK00017783
17784,SHP017784,17784,4,2026-05-24,2026-05-31,2026-06-03,Delivered,TRK00017784
17785,SHP017785,17785,1,2025-08-08,2025-08-09,,In Transit,TRK00017785
17786,SHP017786,17786,5,2026-03-26,2026-03-31,,In Transit,TRK00017786
17787,SHP017787,17787,3,2026-01-13,2026-01-15,,In Transit,TRK00017787
17788,SHP017788,17788,5,2026-03-19,2026-03-26,,In Transit,TRK00017788
17789,SHP017789,17789,4,2026-03-19,2026-03-26,,In Transit,TRK00017789
17790,SHP017790,17790,5,2025-09-10,2025-09-11,2025-09-15,Delivered,TRK00017790
17791,SHP017791,17791,1,2025-11-21,2025-11-22,,In Transit,TRK00017791
17792,SHP017792,17792,4,2025-11-12,2025-11-13,,In Transit,TRK00017792
17793,SHP017793,17793,2,2025-08-08,2025-08-13,2025-08-15,Delivered,TRK00017793
17794,SHP017794,17794,3,2026-03-04,2026-03-05,2026-03-04,Delivered,TRK00017794
17795,SHP017795,17795,1,2026-04-17,2026-04-17,,Pending,TRK00017795
17796,SHP017796,17796,4,2026-05-01,2026-05-01,2026-04-30,Delivered,TRK00017796
17797,SHP017797,17797,5,2026-01-05,2026-01-12,2026-01-12,Delivered,TRK00017797
17798,SHP017798,17798,2,2026-02-05,2026-02-12,,In Transit,TRK00017798
17799,SHP017799,17799,4,2026-06-01,2026-06-01,,Pending,TRK00017799
17800,SHP017800,17800,4,2026-03-18,2026-03-25,,Pending,TRK00017800
17801,SHP017801,17801,2,2025-09-29,2025-09-29,2025-09-30,Delivered,TRK00017801
17802,SHP017802,17802,4,2026-04-26,2026-04-26,,Pending,TRK00017802
17803,SHP017803,17803,2,2026-02-06,2026-02-11,,Pending,TRK00017803
17804,SHP017804,17804,3,2026-06-17,2026-06-19,2026-06-22,Delivered,TRK00017804
17805,SHP017805,17805,3,2026-06-24,2026-06-24,,Pending,TRK00017805
17806,SHP017806,17806,2,2025-08-10,2025-08-15,,Pending,TRK00017806
17807,SHP017807,17807,5,2026-02-14,2026-02-19,,Pending,TRK00017807
17808,SHP017808,17808,1,2026-06-10,2026-06-12,,Pending,TRK00017808
17809,SHP017809,17809,5,2026-05-04,2026-05-06,,Pending,TRK00017809
17810,SHP017810,17810,5,2026-04-08,2026-04-13,,Pending,TRK00017810
17811,SHP017811,17811,3,2026-05-08,2026-05-09,2026-05-10,Delivered,TRK00017811
17812,SHP017812,17812,2,2025-09-07,2025-09-08,2025-09-07,Delivered,TRK00017812
17813,SHP017813,17813,4,2026-06-22,2026-06-29,,In Transit,TRK00017813
17814,SHP017814,17814,3,2025-07-22,2025-07-23,,In Transit,TRK00017814
17815,SHP017815,17815,2,2026-05-08,2026-05-09,,In Transit,TRK00017815
17816,SHP017816,17816,5,2026-03-30,2026-03-31,2026-03-31,Delivered,TRK00017816
17817,SHP017817,17817,4,2025-09-12,2025-09-17,2025-09-18,Delivered,TRK00017817
17818,SHP017818,17818,3,2025-08-22,2025-08-27,2025-08-27,Delivered,TRK00017818
17819,SHP017819,17819,4,2026-01-11,2026-01-13,,In Transit,TRK00017819
17820,SHP017820,17820,3,2025-08-13,2025-08-13,2025-08-17,Delivered,TRK00017820
17821,SHP017821,17821,3,2026-02-27,2026-02-27,,Pending,TRK00017821
17822,SHP017822,17822,1,2026-05-14,2026-05-15,,In Transit,TRK00017822
17823,SHP017823,17823,3,2025-08-03,2025-08-05,,In Transit,TRK00017823
17824,SHP017824,17824,1,2026-01-28,2026-01-28,,In Transit,TRK00017824
17825,SHP017825,17825,2,2026-03-16,2026-03-18,,Pending,TRK00017825
17826,SHP017826,17826,3,2026-01-31,2026-02-02,,Pending,TRK00017826
17827,SHP017827,17827,2,2026-07-01,2026-07-03,,Pending,TRK00017827
17828,SHP017828,17828,5,2026-05-11,2026-05-12,,In Transit,TRK00017828
17829,SHP017829,17829,4,2025-08-25,2025-08-27,,In Transit,TRK00017829
17830,SHP017830,17830,3,2026-07-07,2026-07-08,,In Transit,TRK00017830
17831,SHP017831,17831,3,2026-01-15,2026-01-15,,Pending,TRK00017831
17832,SHP017832,17832,2,2025-10-08,2025-10-15,2025-10-17,Delivered,TRK00017832
17833,SHP017833,17833,3,2026-05-27,2026-05-28,2026-05-31,Delivered,TRK00017833
17834,SHP017834,17834,1,2025-09-26,2025-10-03,,Pending,TRK00017834
17835,SHP017835,17835,5,2025-07-24,2025-07-29,2025-08-01,Delivered,TRK00017835
17836,SHP017836,17836,5,2026-05-24,2026-05-24,,In Transit,TRK00017836
17837,SHP017837,17837,5,2025-07-20,2025-07-27,,In Transit,TRK00017837
17838,SHP017838,17838,1,2026-05-02,2026-05-03,,Pending,TRK00017838
17839,SHP017839,17839,3,2025-08-01,2025-08-03,,In Transit,TRK00017839
17840,SHP017840,17840,3,2025-11-19,2025-11-26,2025-11-27,Delivered,TRK00017840
17841,SHP017841,17841,1,2026-04-11,2026-04-11,2026-04-13,Delivered,TRK00017841
17842,SHP017842,17842,2,2026-03-11,2026-03-16,,In Transit,TRK00017842
17843,SHP017843,17843,3,2025-10-28,2025-10-28,2025-10-29,Delivered,TRK00017843
17844,SHP017844,17844,3,2026-01-13,2026-01-14,,Pending,TRK00017844
17845,SHP017845,17845,5,2026-05-14,2026-05-16,,In Transit,TRK00017845
17846,SHP017846,17846,1,2025-12-06,2025-12-07,,In Transit,TRK00017846
17847,SHP017847,17847,2,2026-04-08,2026-04-15,,In Transit,TRK00017847
17848,SHP017848,17848,3,2026-07-06,2026-07-06,,In Transit,TRK00017848
17849,SHP017849,17849,1,2025-09-16,2025-09-18,,Pending,TRK00017849
17850,SHP017850,17850,3,2025-11-18,2025-11-20,,Pending,TRK00017850
17851,SHP017851,17851,2,2026-02-02,2026-02-07,,In Transit,TRK00017851
17852,SHP017852,17852,3,2025-12-16,2025-12-23,,In Transit,TRK00017852
17853,SHP017853,17853,5,2025-10-12,2025-10-13,2025-10-13,Delivered,TRK00017853
17854,SHP017854,17854,1,2026-05-14,2026-05-15,2026-05-14,Delivered,TRK00017854
17855,SHP017855,17855,2,2026-03-14,2026-03-15,,In Transit,TRK00017855
17856,SHP017856,17856,4,2025-07-25,2025-07-25,,Pending,TRK00017856
17857,SHP017857,17857,4,2025-11-20,2025-11-21,,In Transit,TRK00017857
17858,SHP017858,17858,5,2026-03-12,2026-03-13,2026-03-13,Delivered,TRK00017858
17859,SHP017859,17859,2,2026-02-16,2026-02-18,2026-02-19,Delivered,TRK00017859
17860,SHP017860,17860,5,2026-01-20,2026-01-22,2026-01-25,Delivered,TRK00017860
17861,SHP017861,17861,2,2026-05-09,2026-05-09,2026-05-08,Delivered,TRK00017861
17862,SHP017862,17862,5,2026-04-14,2026-04-15,,Pending,TRK00017862
17863,SHP017863,17863,3,2025-07-29,2025-07-29,2025-08-01,Delivered,TRK00017863
17864,SHP017864,17864,1,2025-08-11,2025-08-11,,Pending,TRK00017864
17865,SHP017865,17865,1,2025-11-22,2025-11-24,2025-11-27,Delivered,TRK00017865
17866,SHP017866,17866,2,2026-03-10,2026-03-10,,In Transit,TRK00017866
17867,SHP017867,17867,5,2025-11-08,2025-11-10,2025-11-13,Delivered,TRK00017867
17868,SHP017868,17868,4,2026-07-04,2026-07-04,,In Transit,TRK00017868
17869,SHP017869,17869,1,2026-06-23,2026-06-30,,In Transit,TRK00017869
17870,SHP017870,17870,2,2025-07-16,2025-07-21,2025-07-24,Delivered,TRK00017870
17871,SHP017871,17871,3,2025-10-07,2025-10-14,,Pending,TRK00017871
17872,SHP017872,17872,4,2025-07-23,2025-07-24,2025-07-28,Delivered,TRK00017872
17873,SHP017873,17873,5,2025-12-27,2025-12-29,,In Transit,TRK00017873
17874,SHP017874,17874,5,2026-04-04,2026-04-09,2026-04-08,Delivered,TRK00017874
17875,SHP017875,17875,3,2026-05-30,2026-06-04,,In Transit,TRK00017875
17876,SHP017876,17876,4,2026-04-11,2026-04-13,,In Transit,TRK00017876
17877,SHP017877,17877,2,2025-08-28,2025-08-30,2025-08-29,Delivered,TRK00017877
17878,SHP017878,17878,3,2026-07-02,2026-07-09,2026-07-11,Delivered,TRK00017878
17879,SHP017879,17879,3,2025-09-30,2025-10-05,2025-10-08,Delivered,TRK00017879
17880,SHP017880,17880,2,2026-03-19,2026-03-19,,In Transit,TRK00017880
17881,SHP017881,17881,4,2025-09-28,2025-10-03,,Pending,TRK00017881
17882,SHP017882,17882,5,2025-12-30,2025-12-31,,In Transit,TRK00017882
17883,SHP017883,17883,1,2025-12-18,2025-12-20,,In Transit,TRK00017883
17884,SHP017884,17884,1,2026-01-08,2026-01-15,2026-01-18,Delivered,TRK00017884
17885,SHP017885,17885,2,2025-10-23,2025-10-30,2025-11-01,Delivered,TRK00017885
17886,SHP017886,17886,2,2025-12-12,2025-12-14,,In Transit,TRK00017886
17887,SHP017887,17887,1,2025-12-20,2025-12-22,2025-12-21,Delivered,TRK00017887
17888,SHP017888,17888,5,2025-08-28,2025-08-30,,Pending,TRK00017888
17889,SHP017889,17889,5,2025-12-07,2025-12-09,,In Transit,TRK00017889
17890,SHP017890,17890,4,2026-01-30,2026-02-01,2026-02-01,Delivered,TRK00017890
17891,SHP017891,17891,3,2026-06-13,2026-06-14,,Pending,TRK00017891
17892,SHP017892,17892,3,2026-05-03,2026-05-08,,In Transit,TRK00017892
17893,SHP017893,17893,1,2026-06-10,2026-06-10,,Pending,TRK00017893
17894,SHP017894,17894,5,2026-07-11,2026-07-13,,In Transit,TRK00017894
17895,SHP017895,17895,4,2025-07-25,2025-07-25,2025-07-26,Delivered,TRK00017895
17896,SHP017896,17896,4,2025-09-16,2025-09-23,2025-09-25,Delivered,TRK00017896
17897,SHP017897,17897,5,2025-10-11,2025-10-11,,In Transit,TRK00017897
17898,SHP017898,17898,1,2025-09-01,2025-09-03,,Pending,TRK00017898
17899,SHP017899,17899,4,2026-03-08,2026-03-10,,In Transit,TRK00017899
17900,SHP017900,17900,4,2026-01-09,2026-01-11,,In Transit,TRK00017900
17901,SHP017901,17901,3,2026-04-12,2026-04-13,2026-04-15,Delivered,TRK00017901
17902,SHP017902,17902,3,2026-03-18,2026-03-25,,In Transit,TRK00017902
17903,SHP017903,17903,3,2026-04-09,2026-04-14,,In Transit,TRK00017903
17904,SHP017904,17904,1,2025-08-08,2025-08-08,,In Transit,TRK00017904
17905,SHP017905,17905,2,2025-09-13,2025-09-18,,In Transit,TRK00017905
17906,SHP017906,17906,3,2025-08-21,2025-08-22,,Pending,TRK00017906
17907,SHP017907,17907,1,2026-04-09,2026-04-14,,Pending,TRK00017907
17908,SHP017908,17908,3,2026-05-20,2026-05-21,,Pending,TRK00017908
17909,SHP017909,17909,3,2025-08-07,2025-08-09,2025-08-11,Delivered,TRK00017909
17910,SHP017910,17910,1,2025-12-10,2025-12-17,2025-12-18,Delivered,TRK00017910
17911,SHP017911,17911,1,2025-12-19,2025-12-20,2025-12-21,Delivered,TRK00017911
17912,SHP017912,17912,5,2026-05-17,2026-05-19,2026-05-23,Delivered,TRK00017912
17913,SHP017913,17913,5,2026-04-03,2026-04-04,2026-04-06,Delivered,TRK00017913
17914,SHP017914,17914,5,2026-02-25,2026-03-04,,In Transit,TRK00017914
17915,SHP017915,17915,1,2025-10-01,2025-10-02,,In Transit,TRK00017915
17916,SHP017916,17916,2,2025-07-24,2025-07-29,2025-07-28,Delivered,TRK00017916
