Discount_ID,Order_ID,Discount_Type,Discount_Value,Discount_Reason,Created_Date
5956,3089,Promotional Campaign,19107.93,Promotional Campaign Applied,2026-07-20
5957,15059,New Customer,32438.65,New Customer Applied,2026-07-20
5958,43986,Corporate Discount,5753.95,Corporate Discount Applied,2026-07-20
5959,4878,Corporate Discount,129485.95,Corporate Discount Applied,2026-07-20
5960,48927,Promotional Campaign,19739.77,Promotional Campaign Applied,2026-07-20
5961,6392,New Customer,10068.6,New Customer Applied,2026-07-20
5962,31366,Promotional Campaign,23129.89,Promotional Campaign Applied,2026-07-20
5963,39317,New Customer,12904.74,New Customer Applied,2026-07-20
5964,8370,New Customer,27871.02,New Customer Applied,2026-07-20
5965,43087,Festival Offer,2866.74,Festival Offer Applied,2026-07-20
5966,45228,Seasonal Offer,13007.24,Seasonal Offer Applied,2026-07-20
5967,8568,Seasonal Offer,19291.63,Seasonal Offer Applied,2026-07-20
5968,36348,Festival Offer,4964.7,Festival Offer Applied,2026-07-20
5969,47683,Corporate Discount,8348.63,Corporate Discount Applied,2026-07-20
5970,16632,Corporate Discount,29242.86,Corporate Discount Applied,2026-07-20
5971,1340,Seasonal Offer,26394.72,Seasonal Offer Applied,2026-07-20
5972,11030,Corporate Discount,4799.26,Corporate Discount Applied,2026-07-20
5973,15168,Seasonal Offer,5930.9,Seasonal Offer Applied,2026-07-20
5974,47215,Corporate Discount,6754.48,Corporate Discount Applied,2026-07-20
5975,16173,Festival Offer,24697.33,Festival Offer Applied,2026-07-20
5976,8729,New Customer,28913.76,New Customer Applied,2026-07-20
5977,24980,Corporate Discount,34126.89,Corporate Discount Applied,2026-07-20
5978,28074,Corporate Discount,2847.71,Corporate Discount Applied,2026-07-20
5979,19480,Promotional Campaign,155469.74,Promotional Campaign Applied,2026-07-20
5980,40834,Festival Offer,5880.39,Festival Offer Applied,2026-07-20
5981,49467,Promotional Campaign,4385.68,Promotional Campaign Applied,2026-07-20
5982,32329,Corporate Discount,149547.41,Corporate Discount Applied,2026-07-20
5983,3293,Festival Offer,2538.04,Festival Offer Applied,2026-07-20
5984,12331,Festival Offer,1755.21,Festival Offer Applied,2026-07-20
5985,20978,New Customer,17667.71,New Customer Applied,2026-07-20
5986,38000,Promotional Campaign,10351.75,Promotional Campaign Applied,2026-07-20
5987,15635,Promotional Campaign,4478.74,Promotional Campaign Applied,2026-07-20
5988,18005,Seasonal Offer,10156.16,Seasonal Offer Applied,2026-07-20
5989,7315,New Customer,80059.15,New Customer Applied,2026-07-20
5990,43938,New Customer,25227.82,New Customer Applied,2026-07-20
5991,18549,Seasonal Offer,58612.21,Seasonal Offer Applied,2026-07-20
5992,48937,Corporate Discount,63847.51,Corporate Discount Applied,2026-07-20
5993,48681,Festival Offer,783.5,Festival Offer Applied,2026-07-20
5994,22222,Corporate Discount,25885.68,Corporate Discount Applied,2026-07-20
5995,25272,New Customer,25046.33,New Customer Applied,2026-07-20
5996,24330,Seasonal Offer,9310.95,Seasonal Offer Applied,2026-07-20
5997,1630,Corporate Discount,41669.78,Corporate Discount Applied,2026-07-20
5998,18688,Promotional Campaign,33513.49,Promotional Campaign Applied,2026-07-20
5999,11871,Promotional Campaign,21675.72,Promotional Campaign Applied,2026-07-20
6000,11015,Festival Offer,26792.99,Festival Offer Applied,2026-07-20
6001,49047,Festival Offer,59243.38,Festival Offer Applied,2026-07-20
6002,35391,Corporate Discount,12861.14,Corporate Discount Applied,2026-07-20
6003,39867,Corporate Discount,12840.83,Corporate Discount Applied,2026-07-20
6004,48503,Promotional Campaign,21949.81,Promotional Campaign Applied,2026-07-20
6005,28915,Corporate Discount,8187.48,Corporate Discount Applied,2026-07-20
6006,17058,Promotional Campaign,34490.79,Promotional Campaign Applied,2026-07-20
6007,32627,Seasonal Offer,8327.86,Seasonal Offer Applied,2026-07-20
6008,14593,Seasonal Offer,9028.38,Seasonal Offer Applied,2026-07-20
6009,8610,Promotional Campaign,39884.74,Promotional Campaign Applied,2026-07-20
6010,5511,Corporate Discount,75549.89,Corporate Discount Applied,2026-07-20
6011,34394,Corporate Discount,2043.86,Corporate Discount Applied,2026-07-20
6012,17002,New Customer,137014.13,New Customer Applied,2026-07-20
6013,4211,Promotional Campaign,23528.91,Promotional Campaign Applied,2026-07-20
6014,22313,Seasonal Offer,12822.85,Seasonal Offer Applied,2026-07-20
6015,34576,Promotional Campaign,1770.09,Promotional Campaign Applied,2026-07-20
6016,36171,New Customer,20549.86,New Customer Applied,2026-07-20
6017,25519,Festival Offer,37905.96,Festival Offer Applied,2026-07-20
6018,27222,New Customer,19998.41,New Customer Applied,2026-07-20
6019,34760,Seasonal Offer,19239.48,Seasonal Offer Applied,2026-07-20
6020,20641,Seasonal Offer,18648.87,Seasonal Offer Applied,2026-07-20
6021,39455,Festival Offer,11441.05,Festival Offer Applied,2026-07-20
6022,33852,Seasonal Offer,3969.83,Seasonal Offer Applied,2026-07-20
6023,42447,Seasonal Offer,4395.92,Seasonal Offer Applied,2026-07-20
6024,12598,Promotional Campaign,37010.91,Promotional Campaign Applied,2026-07-20
6025,22912,Promotional Campaign,29253.13,Promotional Campaign Applied,2026-07-20
6026,14762,New Customer,3919.35,New Customer Applied,2026-07-20
6027,8280,Promotional Campaign,39682.79,Promotional Campaign Applied,2026-07-20
6028,15035,Corporate Discount,877.11,Corporate Discount Applied,2026-07-20
6029,30348,Corporate Discount,35968.72,Corporate Discount Applied,2026-07-20
6030,36390,Corporate Discount,22733.16,Corporate Discount Applied,2026-07-20
6031,33312,Festival Offer,31155.51,Festival Offer Applied,2026-07-20
6032,12456,Seasonal Offer,43879.24,Seasonal Offer Applied,2026-07-20
6033,48141,Corporate Discount,36668.24,Corporate Discount Applied,2026-07-20
6034,41121,Corporate Discount,19828.61,Corporate Discount Applied,2026-07-20
6035,41078,Promotional Campaign,20026.48,Promotional Campaign Applied,2026-07-20
6036,28739,Promotional Campaign,9680.78,Promotional Campaign Applied,2026-07-20
6037,37549,Festival Offer,57097.08,Festival Offer Applied,2026-07-20
6038,25517,Corporate Discount,461.51,Corporate Discount Applied,2026-07-20
6039,8544,Festival Offer,37074.81,Festival Offer Applied,2026-07-20
6040,18872,Corporate Discount,16067.89,Corporate Discount Applied,2026-07-20
6041,35002,Seasonal Offer,34612.25,Seasonal Offer Applied,2026-07-20
6042,15556,Promotional Campaign,550.09,Promotional Campaign Applied,2026-07-20
6043,48797,Corporate Discount,5083.36,Corporate Discount Applied,2026-07-20
6044,9049,Corporate Discount,17837.91,Corporate Discount Applied,2026-07-20
6045,180,Festival Offer,37271.1,Festival Offer Applied,2026-07-20
6046,48736,Promotional Campaign,16772.5,Promotional Campaign Applied,2026-07-20
6047,5757,Promotional Campaign,25225.04,Promotional Campaign Applied,2026-07-20
6048,17652,New Customer,15847.76,New Customer Applied,2026-07-20
6049,33438,Corporate Discount,79723.24,Corporate Discount Applied,2026-07-20
6050,30362,New Customer,30736.91,New Customer Applied,2026-07-20
6051,32156,New Customer,22388.48,New Customer Applied,2026-07-20
6052,2951,New Customer,126.73,New Customer Applied,2026-07-20
6053,29983,Corporate Discount,28501.05,Corporate Discount Applied,2026-07-20
6054,33762,New Customer,15134.24,New Customer Applied,2026-07-20
6055,37594,Promotional Campaign,8799.2,Promotional Campaign Applied,2026-07-20
6056,40665,Promotional Campaign,40402.01,Promotional Campaign Applied,2026-07-20
6057,33913,Festival Offer,46978.39,Festival Offer Applied,2026-07-20
6058,38243,Corporate Discount,8957.91,Corporate Discount Applied,2026-07-20
6059,26336,Festival Offer,9445.22,Festival Offer Applied,2026-07-20
6060,22244,Seasonal Offer,13148.43,Seasonal Offer Applied,2026-07-20
6061,25147,Promotional Campaign,27140.71,Promotional Campaign Applied,2026-07-20
6062,34355,Seasonal Offer,5514.17,Seasonal Offer Applied,2026-07-20
6063,35101,Corporate Discount,7126.53,Corporate Discount Applied,2026-07-20
6064,33920,Festival Offer,13618.97,Festival Offer Applied,2026-07-20
6065,15153,Promotional Campaign,69474.34,Promotional Campaign Applied,2026-07-20
6066,14152,New Customer,28614.47,New Customer Applied,2026-07-20
6067,49094,Corporate Discount,65169.4,Corporate Discount Applied,2026-07-20
6068,29827,New Customer,131435.16,New Customer Applied,2026-07-20
6069,10225,Corporate Discount,33713.05,Corporate Discount Applied,2026-07-20
6070,26263,New Customer,17525.96,New Customer Applied,2026-07-20
6071,32737,Seasonal Offer,22501.8,Seasonal Offer Applied,2026-07-20
6072,47857,Seasonal Offer,26598.39,Seasonal Offer Applied,2026-07-20
6073,16050,Seasonal Offer,10087.88,Seasonal Offer Applied,2026-07-20
6074,27442,Seasonal Offer,16814.37,Seasonal Offer Applied,2026-07-20
6075,32836,New Customer,4623.43,New Customer Applied,2026-07-20
6076,16706,Seasonal Offer,60598.22,Seasonal Offer Applied,2026-07-20
6077,11543,New Customer,273.77,New Customer Applied,2026-07-20
6078,47607,Promotional Campaign,11769.31,Promotional Campaign Applied,2026-07-20
6079,26269,Promotional Campaign,2554.67,Promotional Campaign Applied,2026-07-20
6080,49865,Corporate Discount,15156.33,Corporate Discount Applied,2026-07-20
6081,8091,New Customer,3043.01,New Customer Applied,2026-07-20
6082,29559,Festival Offer,19345.78,Festival Offer Applied,2026-07-20
6083,1840,Corporate Discount,28284.13,Corporate Discount Applied,2026-07-20
6084,12767,Festival Offer,1945.02,Festival Offer Applied,2026-07-20
6085,15720,New Customer,10820.56,New Customer Applied,2026-07-20
6086,6881,Festival Offer,2607.21,Festival Offer Applied,2026-07-20
6087,6055,Seasonal Offer,22674.37,Seasonal Offer Applied,2026-07-20
6088,6185,Festival Offer,5944.09,Festival Offer Applied,2026-07-20
6089,17882,Festival Offer,728.14,Festival Offer Applied,2026-07-20
6090,37837,Corporate Discount,18083.01,Corporate Discount Applied,2026-07-20
6091,20438,Promotional Campaign,95549.79,Promotional Campaign Applied,2026-07-20
6092,219,Festival Offer,19416.98,Festival Offer Applied,2026-07-20
6093,26938,New Customer,14718.82,New Customer Applied,2026-07-20
6094,9051,New Customer,48853.44,New Customer Applied,2026-07-20
6095,45599,Corporate Discount,15749.31,Corporate Discount Applied,2026-07-20
6096,5535,Festival Offer,31398.62,Festival Offer Applied,2026-07-20
6097,9203,Seasonal Offer,9046.31,Seasonal Offer Applied,2026-07-20
6098,31902,Festival Offer,260.13,Festival Offer Applied,2026-07-20
6099,26962,Seasonal Offer,13087.57,Seasonal Offer Applied,2026-07-20
6100,7176,Festival Offer,53389.74,Festival Offer Applied,2026-07-20
6101,48193,New Customer,34435.77,New Customer Applied,2026-07-20
6102,18348,Festival Offer,118957.91,Festival Offer Applied,2026-07-20
6103,10071,Promotional Campaign,40321.87,Promotional Campaign Applied,2026-07-20
6104,251,Seasonal Offer,37167.65,Seasonal Offer Applied,2026-07-20
6105,8572,Seasonal Offer,4758.81,Seasonal Offer Applied,2026-07-20
6106,14838,Seasonal Offer,15892.57,Seasonal Offer Applied,2026-07-20
6107,4767,Corporate Discount,32178.69,Corporate Discount Applied,2026-07-20
6108,11126,Promotional Campaign,6910.17,Promotional Campaign Applied,2026-07-20
6109,9353,Promotional Campaign,34461.39,Promotional Campaign Applied,2026-07-20
6110,27584,Seasonal Offer,58498.36,Seasonal Offer Applied,2026-07-20
6111,6511,Promotional Campaign,12283.03,Promotional Campaign Applied,2026-07-20
6112,21807,Promotional Campaign,349.22,Promotional Campaign Applied,2026-07-20
6113,13444,New Customer,49311.58,New Customer Applied,2026-07-20
6114,16037,Corporate Discount,3330.16,Corporate Discount Applied,2026-07-20
6115,19286,Promotional Campaign,193.09,Promotional Campaign Applied,2026-07-20
6116,12413,Seasonal Offer,52741.26,Seasonal Offer Applied,2026-07-20
6117,19546,New Customer,1699.28,New Customer Applied,2026-07-20
6118,16742,Corporate Discount,51909.41,Corporate Discount Applied,2026-07-20
6119,13420,Promotional Campaign,17415.81,Promotional Campaign Applied,2026-07-20
6120,48348,Corporate Discount,70565.37,Corporate Discount Applied,2026-07-20
6121,4389,Corporate Discount,16700.07,Corporate Discount Applied,2026-07-20
6122,2664,New Customer,1346.96,New Customer Applied,2026-07-20
6123,36862,Corporate Discount,12434.08,Corporate Discount Applied,2026-07-20
6124,48252,Festival Offer,13648.91,Festival Offer Applied,2026-07-20
6125,15685,Seasonal Offer,13923.67,Seasonal Offer Applied,2026-07-20
6126,27669,Corporate Discount,15743.97,Corporate Discount Applied,2026-07-20
6127,15118,Festival Offer,46069.3,Festival Offer Applied,2026-07-20
6128,14806,New Customer,75899.43,New Customer Applied,2026-07-20
6129,48003,Festival Offer,4714.41,Festival Offer Applied,2026-07-20
6130,27274,Seasonal Offer,12184.16,Seasonal Offer Applied,2026-07-20
6131,6096,Promotional Campaign,22478.39,Promotional Campaign Applied,2026-07-20
6132,33161,New Customer,3370.55,New Customer Applied,2026-07-20
6133,42869,Seasonal Offer,8508.76,Seasonal Offer Applied,2026-07-20
6134,49629,Promotional Campaign,1424.45,Promotional Campaign Applied,2026-07-20
6135,31274,Seasonal Offer,105714.07,Seasonal Offer Applied,2026-07-20
6136,38541,New Customer,14104.15,New Customer Applied,2026-07-20
6137,18029,Corporate Discount,77776.61,Corporate Discount Applied,2026-07-20
6138,42340,Seasonal Offer,29367.68,Seasonal Offer Applied,2026-07-20
6139,4054,New Customer,64914.94,New Customer Applied,2026-07-20
6140,22946,Festival Offer,371.68,Festival Offer Applied,2026-07-20
6141,27404,Promotional Campaign,19393.47,Promotional Campaign Applied,2026-07-20
6142,27349,Seasonal Offer,20591.72,Seasonal Offer Applied,2026-07-20
6143,12325,New Customer,12075.74,New Customer Applied,2026-07-20
6144,17713,Corporate Discount,3564.97,Corporate Discount Applied,2026-07-20
6145,24061,Festival Offer,56846.92,Festival Offer Applied,2026-07-20
6146,36496,Festival Offer,12201.69,Festival Offer Applied,2026-07-20
6147,9809,Promotional Campaign,780.62,Promotional Campaign Applied,2026-07-20
6148,10373,New Customer,9938.7,New Customer Applied,2026-07-20
6149,5370,Seasonal Offer,74968.09,Seasonal Offer Applied,2026-07-20
6150,47421,Seasonal Offer,5731.31,Seasonal Offer Applied,2026-07-20
6151,49430,Festival Offer,22903.11,Festival Offer Applied,2026-07-20
6152,42785,Promotional Campaign,14102.19,Promotional Campaign Applied,2026-07-20
6153,6236,Seasonal Offer,7721.54,Seasonal Offer Applied,2026-07-20
6154,44159,Seasonal Offer,8413.69,Seasonal Offer Applied,2026-07-20
6155,8397,New Customer,10542.82,New Customer Applied,2026-07-20
6156,1862,Festival Offer,1805.65,Festival Offer Applied,2026-07-20
6157,46234,Festival Offer,17215.84,Festival Offer Applied,2026-07-20
6158,24950,New Customer,185.69,New Customer Applied,2026-07-20
6159,34889,Corporate Discount,31071.75,Corporate Discount Applied,2026-07-20
6160,3526,Seasonal Offer,19109.14,Seasonal Offer Applied,2026-07-20
6161,26504,Corporate Discount,12856.36,Corporate Discount Applied,2026-07-20
6162,19192,Promotional Campaign,348.07,Promotional Campaign Applied,2026-07-20
6163,37924,Corporate Discount,16275.32,Corporate Discount Applied,2026-07-20
6164,18598,Corporate Discount,39274.4,Corporate Discount Applied,2026-07-20
6165,18509,Promotional Campaign,5846.74,Promotional Campaign Applied,2026-07-20
6166,35149,Promotional Campaign,10549.21,Promotional Campaign Applied,2026-07-20
6167,34945,Festival Offer,8146.69,Festival Offer Applied,2026-07-20
6168,34380,Promotional Campaign,146644.74,Promotional Campaign Applied,2026-07-20
6169,26688,New Customer,12617.77,New Customer Applied,2026-07-20
6170,45402,Seasonal Offer,4055.34,Seasonal Offer Applied,2026-07-20
6171,4695,Festival Offer,2860.61,Festival Offer Applied,2026-07-20
6172,15319,Corporate Discount,17892.96,Corporate Discount Applied,2026-07-20
6173,12600,Promotional Campaign,10881.29,Promotional Campaign Applied,2026-07-20
6174,2626,Festival Offer,39964.83,Festival Offer Applied,2026-07-20
6175,46087,Seasonal Offer,17539.17,Seasonal Offer Applied,2026-07-20
6176,25206,Promotional Campaign,20964.08,Promotional Campaign Applied,2026-07-20
6177,2074,Corporate Discount,25534.39,Corporate Discount Applied,2026-07-20
6178,4020,Festival Offer,25372.36,Festival Offer Applied,2026-07-20
6179,8863,Promotional Campaign,76360.31,Promotional Campaign Applied,2026-07-20
6180,35757,Festival Offer,39127.83,Festival Offer Applied,2026-07-20
6181,6081,Festival Offer,5174.4,Festival Offer Applied,2026-07-20
6182,15502,New Customer,62585.92,New Customer Applied,2026-07-20
6183,23764,Festival Offer,8442.25,Festival Offer Applied,2026-07-20
6184,25488,Seasonal Offer,7442.48,Seasonal Offer Applied,2026-07-20
6185,24845,Promotional Campaign,7050.87,Promotional Campaign Applied,2026-07-20
6186,23407,Festival Offer,13528.49,Festival Offer Applied,2026-07-20
6187,4466,Promotional Campaign,96151.7,Promotional Campaign Applied,2026-07-20
6188,7393,Seasonal Offer,46349.09,Seasonal Offer Applied,2026-07-20
6189,10028,Corporate Discount,33753.46,Corporate Discount Applied,2026-07-20
6190,43528,Corporate Discount,13349.46,Corporate Discount Applied,2026-07-20
6191,46889,New Customer,19936.48,New Customer Applied,2026-07-20
6192,32616,Promotional Campaign,10047.57,Promotional Campaign Applied,2026-07-20
6193,42714,New Customer,3650.92,New Customer Applied,2026-07-20
6194,44268,Seasonal Offer,25958.23,Seasonal Offer Applied,2026-07-20
6195,26679,Corporate Discount,571.82,Corporate Discount Applied,2026-07-20
6196,16086,Festival Offer,1712.37,Festival Offer Applied,2026-07-20
6197,47171,Promotional Campaign,38397.99,Promotional Campaign Applied,2026-07-20
6198,49624,Festival Offer,2405.79,Festival Offer Applied,2026-07-20
6199,41262,Corporate Discount,19724.74,Corporate Discount Applied,2026-07-20
6200,45761,Seasonal Offer,106344.89,Seasonal Offer Applied,2026-07-20
6201,8984,New Customer,4785.38,New Customer Applied,2026-07-20
6202,27686,Festival Offer,43692.99,Festival Offer Applied,2026-07-20
6203,33720,Seasonal Offer,74415.1,Seasonal Offer Applied,2026-07-20
6204,36405,Festival Offer,21692.1,Festival Offer Applied,2026-07-20
6205,4270,Corporate Discount,5304.14,Corporate Discount Applied,2026-07-20
6206,32251,Promotional Campaign,52149.34,Promotional Campaign Applied,2026-07-20
6207,39683,Festival Offer,32261.01,Festival Offer Applied,2026-07-20
6208,43168,Seasonal Offer,20649.18,Seasonal Offer Applied,2026-07-20
6209,42634,Promotional Campaign,58445.91,Promotional Campaign Applied,2026-07-20
6210,15915,Seasonal Offer,17199.53,Seasonal Offer Applied,2026-07-20
6211,17089,Festival Offer,197522.34,Festival Offer Applied,2026-07-20
6212,4852,Seasonal Offer,5345.23,Seasonal Offer Applied,2026-07-20
6213,47264,Promotional Campaign,2389.48,Promotional Campaign Applied,2026-07-20
6214,18276,New Customer,14672.89,New Customer Applied,2026-07-20
6215,7093,Festival Offer,14208.86,Festival Offer Applied,2026-07-20
6216,43534,Promotional Campaign,33337.03,Promotional Campaign Applied,2026-07-20
6217,29370,Promotional Campaign,34087.86,Promotional Campaign Applied,2026-07-20
6218,48425,Promotional Campaign,18826.18,Promotional Campaign Applied,2026-07-20
6219,35192,Seasonal Offer,28833.45,Seasonal Offer Applied,2026-07-20
6220,4509,Seasonal Offer,4783.29,Seasonal Offer Applied,2026-07-20
6221,46752,Corporate Discount,7577.37,Corporate Discount Applied,2026-07-20
6222,42984,New Customer,84704.61,New Customer Applied,2026-07-20
6223,45120,New Customer,2715.73,New Customer Applied,2026-07-20
6224,30399,Corporate Discount,38291.07,Corporate Discount Applied,2026-07-20
6225,23912,Corporate Discount,3852.87,Corporate Discount Applied,2026-07-20
6226,11385,Promotional Campaign,1980.73,Promotional Campaign Applied,2026-07-20
6227,47400,Festival Offer,6510.99,Festival Offer Applied,2026-07-20
6228,33680,Promotional Campaign,21430.02,Promotional Campaign Applied,2026-07-20
6229,32739,New Customer,34439.3,New Customer Applied,2026-07-20
6230,23096,Promotional Campaign,10458.64,Promotional Campaign Applied,2026-07-20
6231,28292,New Customer,14464.49,New Customer Applied,2026-07-20
6232,43350,Corporate Discount,7114.7,Corporate Discount Applied,2026-07-20
6233,18745,Corporate Discount,31322.73,Corporate Discount Applied,2026-07-20
6234,46214,Festival Offer,189.17,Festival Offer Applied,2026-07-20
6235,26027,New Customer,9715.32,New Customer Applied,2026-07-20
6236,21181,Promotional Campaign,30411.03,Promotional Campaign Applied,2026-07-20
6237,38865,New Customer,18534.57,New Customer Applied,2026-07-20
6238,40016,Festival Offer,16839.95,Festival Offer Applied,2026-07-20
6239,13581,Seasonal Offer,29217.68,Seasonal Offer Applied,2026-07-20
6240,19356,Festival Offer,25395.16,Festival Offer Applied,2026-07-20
6241,26162,Festival Offer,30531.73,Festival Offer Applied,2026-07-20
6242,9477,Corporate Discount,82867.78,Corporate Discount Applied,2026-07-20
6243,18929,Seasonal Offer,15477.79,Seasonal Offer Applied,2026-07-20
6244,4026,New Customer,52070.91,New Customer Applied,2026-07-20
6245,38900,Promotional Campaign,2952.6,Promotional Campaign Applied,2026-07-20
6246,34506,Festival Offer,11729.16,Festival Offer Applied,2026-07-20
6247,47240,New Customer,9309.43,New Customer Applied,2026-07-20
6248,22092,New Customer,10270.41,New Customer Applied,2026-07-20
6249,14841,New Customer,9684.35,New Customer Applied,2026-07-20
6250,1627,Promotional Campaign,25948.11,Promotional Campaign Applied,2026-07-20
6251,48135,New Customer,46972.53,New Customer Applied,2026-07-20
6252,31426,Promotional Campaign,290.95,Promotional Campaign Applied,2026-07-20
6253,19681,Promotional Campaign,23035.71,Promotional Campaign Applied,2026-07-20
6254,31138,Festival Offer,4260.96,Festival Offer Applied,2026-07-20
6255,13322,New Customer,3856.02,New Customer Applied,2026-07-20
6256,36953,Promotional Campaign,5533.06,Promotional Campaign Applied,2026-07-20
6257,31635,Seasonal Offer,37112.37,Seasonal Offer Applied,2026-07-20
6258,49178,Promotional Campaign,45591.82,Promotional Campaign Applied,2026-07-20
6259,43403,Corporate Discount,40195.22,Corporate Discount Applied,2026-07-20
6260,31198,Promotional Campaign,5639.3,Promotional Campaign Applied,2026-07-20
6261,11412,New Customer,1523.93,New Customer Applied,2026-07-20
6262,10919,Promotional Campaign,18731.5,Promotional Campaign Applied,2026-07-20
6263,19219,New Customer,81855.93,New Customer Applied,2026-07-20
6264,25993,Corporate Discount,2520.72,Corporate Discount Applied,2026-07-20
6265,8835,Corporate Discount,11426.84,Corporate Discount Applied,2026-07-20
6266,47287,Promotional Campaign,45034.27,Promotional Campaign Applied,2026-07-20
6267,35602,Corporate Discount,51011.56,Corporate Discount Applied,2026-07-20
6268,3445,Festival Offer,470.91,Festival Offer Applied,2026-07-20
6269,10746,Festival Offer,22605.8,Festival Offer Applied,2026-07-20
6270,30561,New Customer,4451.97,New Customer Applied,2026-07-20
6271,10196,Seasonal Offer,28731.77,Seasonal Offer Applied,2026-07-20
6272,28872,Seasonal Offer,17518.97,Seasonal Offer Applied,2026-07-20
6273,25262,Corporate Discount,13254.78,Corporate Discount Applied,2026-07-20
6274,38361,Corporate Discount,32234.47,Corporate Discount Applied,2026-07-20
6275,5262,New Customer,41747.66,New Customer Applied,2026-07-20
6276,32143,Seasonal Offer,1325.86,Seasonal Offer Applied,2026-07-20
6277,26089,Seasonal Offer,1855.07,Seasonal Offer Applied,2026-07-20
6278,9698,Festival Offer,17862.52,Festival Offer Applied,2026-07-20
6279,1405,New Customer,5341.39,New Customer Applied,2026-07-20
6280,1002,Seasonal Offer,23044.4,Seasonal Offer Applied,2026-07-20
6281,43017,New Customer,30113.68,New Customer Applied,2026-07-20
6282,46634,Festival Offer,39775.51,Festival Offer Applied,2026-07-20
6283,20858,New Customer,5684.37,New Customer Applied,2026-07-20
6284,47559,Seasonal Offer,31464.35,Seasonal Offer Applied,2026-07-20
6285,1676,Promotional Campaign,28673.97,Promotional Campaign Applied,2026-07-20
6286,16845,Promotional Campaign,459.65,Promotional Campaign Applied,2026-07-20
6287,19978,New Customer,3545.94,New Customer Applied,2026-07-20
6288,30669,Promotional Campaign,7352.6,Promotional Campaign Applied,2026-07-20
6289,41858,Promotional Campaign,30256.38,Promotional Campaign Applied,2026-07-20
6290,5788,Seasonal Offer,4177.03,Seasonal Offer Applied,2026-07-20
6291,36137,Promotional Campaign,10851.01,Promotional Campaign Applied,2026-07-20
6292,19070,Corporate Discount,50060.44,Corporate Discount Applied,2026-07-20
6293,49611,New Customer,12825.43,New Customer Applied,2026-07-20
6294,7606,New Customer,13202.81,New Customer Applied,2026-07-20
6295,27428,Corporate Discount,8289.68,Corporate Discount Applied,2026-07-20
6296,40690,Promotional Campaign,15615.47,Promotional Campaign Applied,2026-07-20
6297,33190,New Customer,45885.6,New Customer Applied,2026-07-20
6298,36919,Promotional Campaign,31913.94,Promotional Campaign Applied,2026-07-20
6299,37554,Promotional Campaign,1013.44,Promotional Campaign Applied,2026-07-20
6300,16844,Festival Offer,21132.5,Festival Offer Applied,2026-07-20
6301,46807,Seasonal Offer,11924.92,Seasonal Offer Applied,2026-07-20
6302,1849,New Customer,2631.31,New Customer Applied,2026-07-20
6303,5924,Corporate Discount,3718.7,Corporate Discount Applied,2026-07-20
6304,34749,New Customer,4173.18,New Customer Applied,2026-07-20
6305,46100,Seasonal Offer,18708.74,Seasonal Offer Applied,2026-07-20
6306,49276,Corporate Discount,70893.08,Corporate Discount Applied,2026-07-20
6307,8743,New Customer,31934.65,New Customer Applied,2026-07-20
6308,26471,New Customer,12933.74,New Customer Applied,2026-07-20
6309,13701,Seasonal Offer,488.39,Seasonal Offer Applied,2026-07-20
6310,33406,Seasonal Offer,11571.4,Seasonal Offer Applied,2026-07-20
6311,7662,New Customer,5027.82,New Customer Applied,2026-07-20
6312,32210,Promotional Campaign,31481.66,Promotional Campaign Applied,2026-07-20
6313,15655,Festival Offer,25187.25,Festival Offer Applied,2026-07-20
6314,12144,Promotional Campaign,31821.7,Promotional Campaign Applied,2026-07-20
6315,7213,Corporate Discount,8852.95,Corporate Discount Applied,2026-07-20
6316,16891,New Customer,3452.44,New Customer Applied,2026-07-20
6317,42533,New Customer,8027.72,New Customer Applied,2026-07-20
6318,9597,Festival Offer,61980.03,Festival Offer Applied,2026-07-20
6319,46994,Promotional Campaign,108409.53,Promotional Campaign Applied,2026-07-20
6320,13286,Seasonal Offer,6535.73,Seasonal Offer Applied,2026-07-20
6321,995,Promotional Campaign,25456.24,Promotional Campaign Applied,2026-07-20
6322,8964,Promotional Campaign,63213.9,Promotional Campaign Applied,2026-07-20
6323,21254,New Customer,47671.01,New Customer Applied,2026-07-20
6324,21031,Festival Offer,21212.0,Festival Offer Applied,2026-07-20
6325,18947,Seasonal Offer,1769.42,Seasonal Offer Applied,2026-07-20
6326,45788,Promotional Campaign,429.91,Promotional Campaign Applied,2026-07-20
6327,6889,Seasonal Offer,76549.34,Seasonal Offer Applied,2026-07-20
6328,6627,Corporate Discount,22331.37,Corporate Discount Applied,2026-07-20
6329,23493,Festival Offer,17091.2,Festival Offer Applied,2026-07-20
6330,35036,New Customer,5006.14,New Customer Applied,2026-07-20
6331,17665,Seasonal Offer,5288.81,Seasonal Offer Applied,2026-07-20
6332,27,Seasonal Offer,72103.81,Seasonal Offer Applied,2026-07-20
6333,24966,Corporate Discount,9829.89,Corporate Discount Applied,2026-07-20
6334,16931,Festival Offer,6830.57,Festival Offer Applied,2026-07-20
6335,35538,Promotional Campaign,32733.91,Promotional Campaign Applied,2026-07-20
6336,46591,Seasonal Offer,13108.93,Seasonal Offer Applied,2026-07-20
6337,8707,New Customer,42212.27,New Customer Applied,2026-07-20
6338,16342,Promotional Campaign,15641.11,Promotional Campaign Applied,2026-07-20
6339,15803,Promotional Campaign,12081.51,Promotional Campaign Applied,2026-07-20
6340,40713,Promotional Campaign,5938.39,Promotional Campaign Applied,2026-07-20
