Return_ID,Return_Number,Order_ID,Return_Date,Return_Reason,Return_Status,Refund_Amount,Created_Date
5722,RET005722,32800,2025-09-30,Late Delivery,Approved,33939.93,2026-07-13
5723,RET005723,44009,2026-05-21,Damaged Product,Pending,110732.09,2026-07-13
5724,RET005724,5165,2026-02-14,Defective Product,Rejected,0.0,2026-07-13
5725,RET005725,37825,2026-05-21,Defective Product,Approved,156801.49,2026-07-13
5726,RET005726,1752,2025-09-28,Late Delivery,Rejected,0.0,2026-07-13
5727,RET005727,33846,2026-01-22,Defective Product,Approved,12180.56,2026-07-13
5728,RET005728,31145,2026-03-27,Late Delivery,Rejected,0.0,2026-07-13
5729,RET005729,1258,2026-05-16,Customer Changed Mind,Pending,4845.19,2026-07-13
5730,RET005730,27643,2026-05-05,Late Delivery,Approved,133836.94,2026-07-13
5731,RET005731,39532,2026-07-01,Damaged Product,Pending,163547.29,2026-07-13
5732,RET005732,10373,2025-08-24,Wrong Product Delivered,Pending,49693.89,2026-07-13
5733,RET005733,36926,2025-08-03,Customer Changed Mind,Approved,91322.51,2026-07-13
5734,RET005734,11813,2025-09-05,Customer Changed Mind,Approved,84371.31,2026-07-13
5735,RET005735,40541,2025-11-02,Damaged Product,Rejected,0.0,2026-07-13
5736,RET005736,21666,2026-03-29,Defective Product,Approved,21838.3,2026-07-13
5737,RET005737,10460,2026-05-29,Late Delivery,Approved,7997.55,2026-07-13
5738,RET005738,38873,2026-02-16,Damaged Product,Approved,202373.38,2026-07-13
5739,RET005739,29280,2025-11-16,Wrong Product Delivered,Pending,49270.31,2026-07-13
5740,RET005740,31302,2026-03-27,Damaged Product,Rejected,0.0,2026-07-13
5741,RET005741,18964,2026-05-15,Customer Changed Mind,Pending,38651.51,2026-07-13
5742,RET005742,6843,2026-01-19,Late Delivery,Rejected,0.0,2026-07-13
5743,RET005743,22381,2026-04-28,Defective Product,Approved,112642.43,2026-07-13
5744,RET005744,36572,2025-12-18,Defective Product,Approved,99150.51,2026-07-13
5745,RET005745,44751,2025-12-27,Wrong Product Delivered,Pending,124517.41,2026-07-13
5746,RET005746,42111,2025-09-14,Customer Changed Mind,Rejected,0.0,2026-07-13
5747,RET005747,28398,2026-05-10,Wrong Product Delivered,Rejected,0.0,2026-07-13
5748,RET005748,29110,2026-02-15,Defective Product,Rejected,0.0,2026-07-13
5749,RET005749,24899,2026-02-20,Wrong Product Delivered,Pending,88941.35,2026-07-13
5750,RET005750,8837,2026-02-23,Defective Product,Pending,14839.45,2026-07-13
5751,RET005751,31156,2026-06-08,Customer Changed Mind,Pending,48686.52,2026-07-13
5752,RET005752,27440,2025-08-17,Late Delivery,Pending,161444.19,2026-07-13
5753,RET005753,13974,2025-08-02,Defective Product,Rejected,0.0,2026-07-13
5754,RET005754,1051,2025-07-13,Defective Product,Pending,62320.02,2026-07-13
5755,RET005755,33167,2025-09-26,Late Delivery,Rejected,0.0,2026-07-13
5756,RET005756,2304,2026-04-22,Customer Changed Mind,Pending,94068.95,2026-07-13
5757,RET005757,31068,2026-02-02,Defective Product,Approved,25900.69,2026-07-13
5758,RET005758,47892,2025-07-26,Late Delivery,Rejected,0.0,2026-07-13
5759,RET005759,24266,2025-08-03,Defective Product,Approved,27058.44,2026-07-13
5760,RET005760,4970,2025-08-30,Defective Product,Rejected,0.0,2026-07-13
5761,RET005761,42155,2026-01-27,Damaged Product,Approved,108211.26,2026-07-13
5762,RET005762,35969,2026-05-14,Late Delivery,Pending,14362.31,2026-07-13
5763,RET005763,44994,2025-11-27,Wrong Product Delivered,Pending,22829.55,2026-07-13
5764,RET005764,41736,2026-01-26,Customer Changed Mind,Approved,43099.03,2026-07-13
5765,RET005765,24535,2025-12-06,Wrong Product Delivered,Rejected,0.0,2026-07-13
5766,RET005766,5144,2025-07-22,Damaged Product,Approved,87224.11,2026-07-13
5767,RET005767,41581,2026-01-07,Defective Product,Rejected,0.0,2026-07-13
5768,RET005768,43705,2026-05-20,Defective Product,Rejected,0.0,2026-07-13
5769,RET005769,3103,2026-05-29,Defective Product,Rejected,0.0,2026-07-13
5770,RET005770,36405,2026-02-11,Late Delivery,Pending,35069.85,2026-07-13
5771,RET005771,7151,2026-01-21,Damaged Product,Rejected,0.0,2026-07-13
5772,RET005772,8521,2026-04-10,Damaged Product,Approved,46636.44,2026-07-13
5773,RET005773,7190,2026-05-05,Customer Changed Mind,Rejected,0.0,2026-07-13
5774,RET005774,10405,2025-07-25,Damaged Product,Rejected,0.0,2026-07-13
5775,RET005775,8075,2025-09-04,Customer Changed Mind,Rejected,0.0,2026-07-13
5776,RET005776,36046,2025-08-09,Customer Changed Mind,Rejected,0.0,2026-07-13
5777,RET005777,1984,2026-04-07,Defective Product,Approved,155182.87,2026-07-13
5778,RET005778,20288,2026-01-25,Late Delivery,Pending,62553.44,2026-07-13
5779,RET005779,46496,2025-07-19,Wrong Product Delivered,Approved,239615.62,2026-07-13
5780,RET005780,40284,2026-07-05,Late Delivery,Approved,309286.99,2026-07-13
5781,RET005781,9464,2025-08-21,Wrong Product Delivered,Pending,38474.98,2026-07-13
5782,RET005782,21606,2025-07-14,Late Delivery,Rejected,0.0,2026-07-13
5783,RET005783,3584,2026-04-11,Defective Product,Pending,280129.67,2026-07-13
5784,RET005784,19661,2026-04-15,Wrong Product Delivered,Pending,26759.86,2026-07-13
5785,RET005785,18215,2026-03-02,Customer Changed Mind,Rejected,0.0,2026-07-13
5786,RET005786,18904,2026-01-14,Damaged Product,Rejected,0.0,2026-07-13
5787,RET005787,40457,2026-05-31,Wrong Product Delivered,Rejected,0.0,2026-07-13
5788,RET005788,13497,2025-09-17,Customer Changed Mind,Approved,21457.72,2026-07-13
5789,RET005789,20976,2026-05-27,Customer Changed Mind,Pending,176173.38,2026-07-13
5790,RET005790,25499,2025-11-07,Damaged Product,Rejected,0.0,2026-07-13
5791,RET005791,18506,2026-02-26,Defective Product,Pending,172103.63,2026-07-13
5792,RET005792,42038,2025-08-12,Customer Changed Mind,Approved,100120.22,2026-07-13
5793,RET005793,20535,2025-12-29,Damaged Product,Rejected,0.0,2026-07-13
5794,RET005794,31125,2025-10-23,Defective Product,Rejected,0.0,2026-07-13
5795,RET005795,31901,2026-03-29,Customer Changed Mind,Rejected,0.0,2026-07-13
5796,RET005796,29469,2026-05-25,Defective Product,Rejected,0.0,2026-07-13
5797,RET005797,17616,2025-12-26,Damaged Product,Pending,14343.44,2026-07-13
5798,RET005798,17931,2026-01-27,Damaged Product,Rejected,0.0,2026-07-13
5799,RET005799,9046,2025-12-28,Wrong Product Delivered,Pending,30898.51,2026-07-13
5800,RET005800,30215,2026-01-02,Customer Changed Mind,Rejected,0.0,2026-07-13
5801,RET005801,33117,2025-12-06,Defective Product,Pending,401734.46,2026-07-13
5802,RET005802,8834,2025-12-11,Late Delivery,Pending,36930.34,2026-07-13
5803,RET005803,7108,2025-09-28,Wrong Product Delivered,Approved,415246.98,2026-07-13
5804,RET005804,742,2025-11-25,Defective Product,Pending,102439.55,2026-07-13
5805,RET005805,22978,2025-10-25,Defective Product,Pending,102037.78,2026-07-13
5806,RET005806,48922,2026-07-04,Wrong Product Delivered,Rejected,0.0,2026-07-13
5807,RET005807,48632,2026-05-12,Damaged Product,Approved,33775.87,2026-07-13
5808,RET005808,39385,2025-09-30,Defective Product,Approved,14067.7,2026-07-13
5809,RET005809,11008,2026-04-21,Late Delivery,Rejected,0.0,2026-07-13
5810,RET005810,39412,2026-03-29,Wrong Product Delivered,Approved,119313.32,2026-07-13
5811,RET005811,29434,2025-11-08,Defective Product,Approved,231496.05,2026-07-13
5812,RET005812,46673,2025-10-16,Customer Changed Mind,Pending,288624.86,2026-07-13
5813,RET005813,39213,2026-07-06,Defective Product,Pending,2061.78,2026-07-13
5814,RET005814,17187,2026-04-22,Late Delivery,Approved,375836.49,2026-07-13
5815,RET005815,22636,2025-10-15,Late Delivery,Rejected,0.0,2026-07-13
5816,RET005816,45806,2025-12-22,Customer Changed Mind,Pending,222317.23,2026-07-13
5817,RET005817,17278,2026-04-23,Wrong Product Delivered,Rejected,0.0,2026-07-13
5818,RET005818,46671,2025-12-22,Defective Product,Pending,27066.64,2026-07-13
5819,RET005819,47958,2025-11-25,Late Delivery,Pending,133801.0,2026-07-13
5820,RET005820,33456,2025-07-31,Late Delivery,Rejected,0.0,2026-07-13
5821,RET005821,42507,2026-07-05,Damaged Product,Pending,7821.45,2026-07-13
5822,RET005822,15218,2026-03-16,Defective Product,Rejected,0.0,2026-07-13
5823,RET005823,18532,2025-10-17,Damaged Product,Rejected,0.0,2026-07-13
5824,RET005824,4403,2025-09-08,Defective Product,Rejected,0.0,2026-07-13
5825,RET005825,9008,2025-09-14,Wrong Product Delivered,Pending,50832.08,2026-07-13
5826,RET005826,29643,2026-03-25,Wrong Product Delivered,Pending,267564.12,2026-07-13
5827,RET005827,41988,2026-03-30,Wrong Product Delivered,Pending,23524.43,2026-07-13
5828,RET005828,33603,2026-05-16,Defective Product,Rejected,0.0,2026-07-13
5829,RET005829,18168,2025-07-17,Late Delivery,Rejected,0.0,2026-07-13
5830,RET005830,30079,2025-07-25,Customer Changed Mind,Pending,28943.14,2026-07-13
5831,RET005831,49292,2025-09-02,Late Delivery,Rejected,0.0,2026-07-13
5832,RET005832,19062,2025-08-10,Late Delivery,Approved,93439.41,2026-07-13
5833,RET005833,32753,2026-04-28,Late Delivery,Rejected,0.0,2026-07-13
5834,RET005834,44169,2026-04-19,Late Delivery,Rejected,0.0,2026-07-13
5835,RET005835,12960,2025-08-30,Wrong Product Delivered,Pending,43081.22,2026-07-13
5836,RET005836,33338,2026-01-04,Defective Product,Rejected,0.0,2026-07-13
5837,RET005837,32043,2025-11-10,Late Delivery,Approved,35504.24,2026-07-13
5838,RET005838,40488,2026-06-20,Defective Product,Approved,49058.47,2026-07-13
5839,RET005839,29616,2025-12-14,Customer Changed Mind,Rejected,0.0,2026-07-13
5840,RET005840,4347,2026-02-16,Late Delivery,Pending,306663.33,2026-07-13
5841,RET005841,11769,2026-05-12,Defective Product,Rejected,0.0,2026-07-13
5842,RET005842,31334,2026-01-11,Wrong Product Delivered,Rejected,0.0,2026-07-13
5843,RET005843,45220,2026-01-10,Customer Changed Mind,Rejected,0.0,2026-07-13
5844,RET005844,32901,2026-01-21,Wrong Product Delivered,Rejected,0.0,2026-07-13
5845,RET005845,11296,2026-03-22,Customer Changed Mind,Rejected,0.0,2026-07-13
5846,RET005846,29666,2026-07-12,Late Delivery,Approved,226686.83,2026-07-13
5847,RET005847,44381,2025-07-23,Late Delivery,Rejected,0.0,2026-07-13
5848,RET005848,44252,2025-10-18,Customer Changed Mind,Pending,496406.84,2026-07-13
5849,RET005849,27269,2026-01-03,Damaged Product,Approved,24563.78,2026-07-13
5850,RET005850,2230,2026-05-13,Defective Product,Rejected,0.0,2026-07-13
5851,RET005851,25033,2025-11-11,Defective Product,Rejected,0.0,2026-07-13
5852,RET005852,41341,2025-12-31,Wrong Product Delivered,Rejected,0.0,2026-07-13
5853,RET005853,37566,2026-07-06,Wrong Product Delivered,Approved,146034.17,2026-07-13
5854,RET005854,18421,2026-06-07,Damaged Product,Approved,93896.89,2026-07-13
5855,RET005855,40944,2026-05-18,Customer Changed Mind,Approved,27079.46,2026-07-13
5856,RET005856,24549,2026-05-19,Wrong Product Delivered,Pending,194324.79,2026-07-13
5857,RET005857,13159,2026-01-16,Wrong Product Delivered,Approved,45704.0,2026-07-13
5858,RET005858,34542,2026-06-25,Wrong Product Delivered,Approved,34342.49,2026-07-13
5859,RET005859,10003,2026-07-08,Customer Changed Mind,Rejected,0.0,2026-07-13
5860,RET005860,10244,2026-05-19,Late Delivery,Approved,235416.25,2026-07-13
5861,RET005861,2763,2026-07-11,Customer Changed Mind,Pending,458167.49,2026-07-13
5862,RET005862,47882,2025-12-24,Damaged Product,Approved,77712.43,2026-07-13
5863,RET005863,35921,2026-03-17,Damaged Product,Rejected,0.0,2026-07-13
5864,RET005864,39814,2025-08-07,Defective Product,Pending,77255.39,2026-07-13
5865,RET005865,11960,2026-03-29,Wrong Product Delivered,Pending,74318.39,2026-07-13
5866,RET005866,25028,2026-05-24,Wrong Product Delivered,Rejected,0.0,2026-07-13
5867,RET005867,22205,2026-06-03,Wrong Product Delivered,Approved,375621.08,2026-07-13
5868,RET005868,19524,2025-07-29,Damaged Product,Approved,275588.03,2026-07-13
5869,RET005869,2451,2025-11-03,Late Delivery,Rejected,0.0,2026-07-13
5870,RET005870,21752,2025-09-12,Late Delivery,Pending,139614.52,2026-07-13
5871,RET005871,38229,2026-01-13,Defective Product,Rejected,0.0,2026-07-13
5872,RET005872,17469,2025-10-30,Wrong Product Delivered,Approved,109275.43,2026-07-13
5873,RET005873,44833,2025-11-25,Late Delivery,Approved,42086.88,2026-07-13
5874,RET005874,14029,2025-11-05,Late Delivery,Rejected,0.0,2026-07-13
5875,RET005875,2988,2025-08-29,Customer Changed Mind,Approved,5567.55,2026-07-13
5876,RET005876,46108,2025-11-04,Customer Changed Mind,Rejected,0.0,2026-07-13
5877,RET005877,25298,2025-11-15,Damaged Product,Approved,194840.21,2026-07-13
5878,RET005878,12623,2025-08-10,Late Delivery,Rejected,0.0,2026-07-13
5879,RET005879,39339,2025-09-29,Wrong Product Delivered,Rejected,0.0,2026-07-13
5880,RET005880,44585,2025-11-10,Damaged Product,Rejected,0.0,2026-07-13
5881,RET005881,34630,2025-12-23,Late Delivery,Approved,29390.39,2026-07-13
5882,RET005882,5184,2026-05-02,Defective Product,Pending,135833.08,2026-07-13
5883,RET005883,15469,2025-08-20,Wrong Product Delivered,Pending,191064.92,2026-07-13
5884,RET005884,30186,2026-01-21,Damaged Product,Approved,87328.4,2026-07-13
5885,RET005885,27861,2026-05-18,Wrong Product Delivered,Pending,116068.32,2026-07-13
5886,RET005886,49653,2026-04-24,Wrong Product Delivered,Rejected,0.0,2026-07-13
5887,RET005887,28081,2025-08-19,Late Delivery,Rejected,0.0,2026-07-13
5888,RET005888,25663,2026-02-19,Defective Product,Pending,101866.24,2026-07-13
5889,RET005889,40843,2026-05-05,Damaged Product,Rejected,0.0,2026-07-13
5890,RET005890,7113,2026-01-26,Customer Changed Mind,Approved,7358.03,2026-07-13
5891,RET005891,21553,2026-02-03,Wrong Product Delivered,Approved,248469.4,2026-07-13
5892,RET005892,42206,2026-03-08,Customer Changed Mind,Approved,97257.91,2026-07-13
5893,RET005893,27454,2026-03-19,Late Delivery,Pending,5907.72,2026-07-13
5894,RET005894,33644,2025-07-25,Wrong Product Delivered,Rejected,0.0,2026-07-13
5895,RET005895,26295,2025-08-31,Wrong Product Delivered,Pending,98256.02,2026-07-13
5896,RET005896,42947,2026-03-29,Defective Product,Pending,3016.63,2026-07-13
5897,RET005897,39174,2025-07-25,Wrong Product Delivered,Rejected,0.0,2026-07-13
5898,RET005898,16060,2025-07-13,Customer Changed Mind,Pending,133633.77,2026-07-13
5899,RET005899,21235,2026-02-27,Damaged Product,Approved,32899.2,2026-07-13
5900,RET005900,27453,2025-10-29,Customer Changed Mind,Pending,232055.41,2026-07-13
5901,RET005901,3302,2026-03-29,Late Delivery,Rejected,0.0,2026-07-13
5902,RET005902,16323,2026-04-14,Defective Product,Rejected,0.0,2026-07-13
5903,RET005903,41880,2025-12-16,Wrong Product Delivered,Approved,279049.58,2026-07-13
5904,RET005904,46987,2025-08-11,Customer Changed Mind,Pending,53859.26,2026-07-13
5905,RET005905,10363,2026-06-13,Defective Product,Approved,103057.76,2026-07-13
5906,RET005906,30128,2026-02-06,Late Delivery,Rejected,0.0,2026-07-13
5907,RET005907,43518,2025-12-24,Customer Changed Mind,Pending,137981.99,2026-07-13
5908,RET005908,38974,2025-09-14,Wrong Product Delivered,Rejected,0.0,2026-07-13
5909,RET005909,10146,2025-10-16,Wrong Product Delivered,Rejected,0.0,2026-07-13
5910,RET005910,1009,2026-06-19,Wrong Product Delivered,Rejected,0.0,2026-07-13
5911,RET005911,39926,2025-10-23,Damaged Product,Rejected,0.0,2026-07-13
5912,RET005912,30329,2025-08-27,Damaged Product,Rejected,0.0,2026-07-13
5913,RET005913,15904,2026-02-16,Wrong Product Delivered,Approved,28247.23,2026-07-13
5914,RET005914,47392,2025-12-29,Late Delivery,Pending,134395.0,2026-07-13
5915,RET005915,30788,2025-08-23,Damaged Product,Rejected,0.0,2026-07-13
5916,RET005916,29729,2026-04-06,Customer Changed Mind,Pending,145728.58,2026-07-13
5917,RET005917,3209,2025-08-25,Late Delivery,Approved,2199.37,2026-07-13
5918,RET005918,28633,2025-12-19,Damaged Product,Rejected,0.0,2026-07-13
5919,RET005919,10794,2025-10-26,Customer Changed Mind,Pending,234482.85,2026-07-13
5920,RET005920,12604,2026-04-01,Defective Product,Pending,793.57,2026-07-13
5921,RET005921,35910,2025-07-30,Defective Product,Approved,21124.46,2026-07-13
5922,RET005922,14143,2025-09-18,Defective Product,Rejected,0.0,2026-07-13
5923,RET005923,37806,2026-02-27,Damaged Product,Pending,329696.63,2026-07-13
5924,RET005924,6302,2025-07-30,Late Delivery,Pending,100646.9,2026-07-13
5925,RET005925,1205,2025-12-26,Damaged Product,Rejected,0.0,2026-07-13
5926,RET005926,16561,2025-12-01,Customer Changed Mind,Rejected,0.0,2026-07-13
5927,RET005927,39737,2025-08-23,Wrong Product Delivered,Rejected,0.0,2026-07-13
5928,RET005928,39524,2026-05-29,Damaged Product,Approved,110431.94,2026-07-13
5929,RET005929,29285,2025-12-14,Wrong Product Delivered,Rejected,0.0,2026-07-13
5930,RET005930,11591,2026-06-07,Damaged Product,Approved,23051.95,2026-07-13
5931,RET005931,35355,2025-12-23,Defective Product,Approved,30891.28,2026-07-13
5932,RET005932,45257,2026-01-26,Damaged Product,Pending,10330.49,2026-07-13
5933,RET005933,45353,2025-10-29,Damaged Product,Approved,97545.66,2026-07-13
5934,RET005934,40427,2026-03-12,Damaged Product,Pending,69705.42,2026-07-13
5935,RET005935,38212,2026-04-06,Wrong Product Delivered,Rejected,0.0,2026-07-13
5936,RET005936,21456,2026-06-15,Defective Product,Approved,5332.09,2026-07-13
5937,RET005937,24525,2026-06-02,Defective Product,Pending,233212.27,2026-07-13
5938,RET005938,24654,2026-04-01,Wrong Product Delivered,Pending,66818.85,2026-07-13
5939,RET005939,25947,2026-05-21,Customer Changed Mind,Approved,61888.24,2026-07-13
5940,RET005940,28450,2026-05-29,Damaged Product,Approved,591682.03,2026-07-13
5941,RET005941,25675,2025-11-27,Wrong Product Delivered,Approved,48880.09,2026-07-13
5942,RET005942,12023,2025-09-15,Customer Changed Mind,Approved,48210.3,2026-07-13
5943,RET005943,27047,2025-11-17,Defective Product,Pending,48489.18,2026-07-13
5944,RET005944,39084,2026-03-23,Damaged Product,Approved,23004.86,2026-07-13
5945,RET005945,3464,2025-12-03,Customer Changed Mind,Approved,54797.59,2026-07-13
5946,RET005946,28174,2026-01-28,Late Delivery,Approved,21107.72,2026-07-13
5947,RET005947,42958,2026-05-22,Wrong Product Delivered,Pending,149570.65,2026-07-13
5948,RET005948,34855,2025-09-05,Wrong Product Delivered,Pending,440094.34,2026-07-13
5949,RET005949,36355,2026-01-31,Late Delivery,Pending,80109.59,2026-07-13
5950,RET005950,8216,2025-12-27,Wrong Product Delivered,Pending,5411.73,2026-07-13
5951,RET005951,11872,2026-03-06,Defective Product,Pending,223697.16,2026-07-13
5952,RET005952,18335,2025-12-19,Damaged Product,Rejected,0.0,2026-07-13
5953,RET005953,173,2025-07-27,Damaged Product,Approved,14927.28,2026-07-13
5954,RET005954,33918,2025-11-25,Wrong Product Delivered,Rejected,0.0,2026-07-13
5955,RET005955,11253,2026-02-13,Defective Product,Approved,35247.7,2026-07-13
5956,RET005956,6172,2025-08-12,Customer Changed Mind,Approved,59821.13,2026-07-13
5957,RET005957,28743,2025-12-12,Damaged Product,Rejected,0.0,2026-07-13
5958,RET005958,1823,2026-05-26,Customer Changed Mind,Pending,160902.73,2026-07-13
5959,RET005959,9319,2026-04-25,Defective Product,Rejected,0.0,2026-07-13
5960,RET005960,42408,2026-05-20,Wrong Product Delivered,Pending,622098.67,2026-07-13
5961,RET005961,2550,2026-04-15,Late Delivery,Approved,76179.09,2026-07-13
5962,RET005962,46473,2025-08-10,Damaged Product,Rejected,0.0,2026-07-13
5963,RET005963,26340,2026-03-15,Late Delivery,Pending,45647.11,2026-07-13
5964,RET005964,47123,2025-10-15,Late Delivery,Rejected,0.0,2026-07-13
5965,RET005965,42403,2025-11-24,Defective Product,Approved,15420.61,2026-07-13
5966,RET005966,10486,2025-08-29,Damaged Product,Approved,205373.43,2026-07-13
5967,RET005967,48074,2026-06-26,Damaged Product,Approved,3248.06,2026-07-13
5968,RET005968,4650,2025-08-26,Defective Product,Pending,134046.19,2026-07-13
5969,RET005969,19555,2025-11-13,Wrong Product Delivered,Pending,42815.88,2026-07-13
5970,RET005970,3696,2025-10-03,Damaged Product,Rejected,0.0,2026-07-13
5971,RET005971,33860,2025-08-29,Customer Changed Mind,Approved,186913.1,2026-07-13
5972,RET005972,32141,2025-10-10,Late Delivery,Approved,5116.87,2026-07-13
5973,RET005973,45483,2026-06-12,Wrong Product Delivered,Approved,108569.35,2026-07-13
5974,RET005974,8785,2025-09-30,Late Delivery,Rejected,0.0,2026-07-13
5975,RET005975,47387,2026-03-11,Damaged Product,Approved,82486.44,2026-07-13
5976,RET005976,30196,2026-01-14,Defective Product,Pending,111107.33,2026-07-13
5977,RET005977,35782,2026-06-23,Customer Changed Mind,Approved,82786.43,2026-07-13
5978,RET005978,41123,2026-04-15,Late Delivery,Pending,152611.83,2026-07-13
5979,RET005979,3503,2025-08-07,Defective Product,Approved,300131.5,2026-07-13
5980,RET005980,9885,2026-05-13,Late Delivery,Pending,28795.77,2026-07-13
5981,RET005981,13102,2026-03-16,Customer Changed Mind,Approved,8024.33,2026-07-13
5982,RET005982,29200,2026-05-11,Customer Changed Mind,Approved,5074.9,2026-07-13
5983,RET005983,7475,2025-09-13,Late Delivery,Pending,10345.98,2026-07-13
5984,RET005984,30805,2026-04-23,Wrong Product Delivered,Rejected,0.0,2026-07-13
5985,RET005985,40841,2025-11-28,Late Delivery,Rejected,0.0,2026-07-13
5986,RET005986,23414,2026-04-17,Late Delivery,Pending,111836.95,2026-07-13
5987,RET005987,31777,2025-12-26,Damaged Product,Approved,27081.98,2026-07-13
5988,RET005988,22038,2026-04-21,Defective Product,Rejected,0.0,2026-07-13
5989,RET005989,29936,2026-04-07,Defective Product,Pending,776142.5,2026-07-13
5990,RET005990,5371,2026-05-21,Defective Product,Rejected,0.0,2026-07-13
5991,RET005991,3691,2026-02-19,Wrong Product Delivered,Rejected,0.0,2026-07-13
5992,RET005992,20756,2026-05-06,Customer Changed Mind,Approved,357143.81,2026-07-13
5993,RET005993,47874,2026-04-01,Damaged Product,Rejected,0.0,2026-07-13
5994,RET005994,23232,2026-02-19,Wrong Product Delivered,Approved,357398.15,2026-07-13
5995,RET005995,29601,2026-03-27,Defective Product,Pending,6160.2,2026-07-13
5996,RET005996,40061,2026-04-18,Late Delivery,Approved,74092.16,2026-07-13
5997,RET005997,13016,2026-01-08,Defective Product,Pending,238248.57,2026-07-13
5998,RET005998,11600,2026-05-01,Damaged Product,Pending,98382.1,2026-07-13
5999,RET005999,8296,2026-04-14,Damaged Product,Pending,21181.55,2026-07-13
6000,RET006000,35563,2025-09-21,Customer Changed Mind,Rejected,0.0,2026-07-13
6001,RET006001,8833,2026-05-09,Wrong Product Delivered,Rejected,0.0,2026-07-13
6002,RET006002,30569,2025-09-18,Wrong Product Delivered,Approved,137492.0,2026-07-13
6003,RET006003,18235,2026-04-23,Late Delivery,Pending,222631.57,2026-07-13
6004,RET006004,21072,2026-06-03,Late Delivery,Pending,97007.01,2026-07-13
6005,RET006005,1115,2025-09-21,Late Delivery,Approved,6229.07,2026-07-13
6006,RET006006,670,2025-11-02,Customer Changed Mind,Approved,116636.12,2026-07-13
6007,RET006007,41633,2025-09-24,Customer Changed Mind,Approved,92685.47,2026-07-13
6008,RET006008,33819,2025-12-10,Late Delivery,Pending,5505.55,2026-07-13
6009,RET006009,7061,2026-06-19,Wrong Product Delivered,Rejected,0.0,2026-07-13
6010,RET006010,8413,2026-01-10,Customer Changed Mind,Approved,375877.56,2026-07-13
6011,RET006011,24894,2025-10-20,Customer Changed Mind,Pending,740192.56,2026-07-13
6012,RET006012,7140,2026-06-23,Defective Product,Rejected,0.0,2026-07-13
6013,RET006013,37588,2025-12-26,Defective Product,Rejected,0.0,2026-07-13
6014,RET006014,4886,2026-01-02,Defective Product,Rejected,0.0,2026-07-13
6015,RET006015,3673,2025-10-20,Late Delivery,Pending,7930.59,2026-07-13
6016,RET006016,10152,2026-02-17,Late Delivery,Pending,140918.2,2026-07-13
6017,RET006017,22590,2026-02-17,Defective Product,Rejected,0.0,2026-07-13
6018,RET006018,22175,2025-10-26,Wrong Product Delivered,Pending,56792.52,2026-07-13
6019,RET006019,25646,2025-09-09,Wrong Product Delivered,Pending,84120.68,2026-07-13
6020,RET006020,40872,2025-10-23,Wrong Product Delivered,Pending,2864.07,2026-07-13
6021,RET006021,11465,2026-04-28,Customer Changed Mind,Approved,42257.96,2026-07-13
6022,RET006022,31921,2026-03-07,Defective Product,Approved,29849.6,2026-07-13
6023,RET006023,23057,2026-05-27,Damaged Product,Rejected,0.0,2026-07-13
6024,RET006024,26231,2025-11-24,Customer Changed Mind,Approved,23417.65,2026-07-13
6025,RET006025,25793,2025-09-29,Wrong Product Delivered,Pending,84260.49,2026-07-13
6026,RET006026,4211,2025-09-11,Wrong Product Delivered,Approved,141094.36,2026-07-13
6027,RET006027,25063,2025-10-20,Late Delivery,Pending,11695.23,2026-07-13
6028,RET006028,14147,2025-08-26,Damaged Product,Approved,44736.01,2026-07-13
6029,RET006029,43488,2025-12-20,Defective Product,Pending,55373.34,2026-07-13
6030,RET006030,49317,2026-02-27,Defective Product,Rejected,0.0,2026-07-13
6031,RET006031,6168,2026-05-04,Customer Changed Mind,Pending,53558.25,2026-07-13
6032,RET006032,26063,2026-03-29,Defective Product,Approved,522408.96,2026-07-13
6033,RET006033,7052,2025-09-24,Damaged Product,Rejected,0.0,2026-07-13
6034,RET006034,20451,2026-03-08,Defective Product,Pending,48742.87,2026-07-13
6035,RET006035,22155,2025-09-26,Wrong Product Delivered,Pending,72156.29,2026-07-13
6036,RET006036,25117,2025-11-21,Wrong Product Delivered,Pending,15427.71,2026-07-13
6037,RET006037,11970,2026-05-10,Late Delivery,Rejected,0.0,2026-07-13
6038,RET006038,49748,2026-03-21,Damaged Product,Pending,104423.32,2026-07-13
6039,RET006039,17835,2026-05-01,Damaged Product,Pending,27272.94,2026-07-13
6040,RET006040,13517,2025-08-05,Late Delivery,Rejected,0.0,2026-07-13
6041,RET006041,26167,2025-10-21,Customer Changed Mind,Approved,127336.08,2026-07-13
6042,RET006042,1329,2025-09-09,Defective Product,Approved,101583.53,2026-07-13
6043,RET006043,23202,2026-03-03,Late Delivery,Approved,69845.46,2026-07-13
6044,RET006044,7247,2025-09-11,Wrong Product Delivered,Rejected,0.0,2026-07-13
6045,RET006045,16452,2026-03-05,Customer Changed Mind,Approved,152383.53,2026-07-13
6046,RET006046,7910,2025-12-06,Wrong Product Delivered,Approved,82507.07,2026-07-13
6047,RET006047,49726,2025-08-14,Customer Changed Mind,Rejected,0.0,2026-07-13
6048,RET006048,24340,2026-02-25,Damaged Product,Approved,133043.98,2026-07-13
6049,RET006049,1651,2026-02-20,Customer Changed Mind,Rejected,0.0,2026-07-13
6050,RET006050,37693,2026-03-18,Defective Product,Rejected,0.0,2026-07-13
6051,RET006051,39370,2025-08-22,Defective Product,Rejected,0.0,2026-07-13
